,intcpt,slp,rsq,resid.mean,resid.med,resid.prop.pos,source
(Intercept)8010,4.366580231,0.944484914,0.284954349,3.959367689,3.017950288,0.665048544,Navajo Nation: Water & home dust
(Intercept)8110,8.13039845,0.386662504,0.143042129,3.653079105,3.058241327,0.67961165,Navajo Nation: Water & home dust
(Intercept)8210,7.253368697,0.455269073,0.119142427,3.256442937,2.713506404,0.661812298,Navajo Nation: Water & home dust
(Intercept)8310,4.688227508,0.870769055,0.248560854,3.76193811,3.186415643,0.677993528,Navajo Nation: Water & home dust
(Intercept)8410,6.819024898,0.65152144,0.127773551,4.414727717,2.995232576,0.673139159,Navajo Nation: Water & home dust
(Intercept)8510,1.652305841,1.334055287,0.311023517,3.892027466,2.706527946,0.660194175,Navajo Nation: Water & home dust
(Intercept)8610,6.93965583,0.590601103,0.099362683,4.134292142,3.437835317,0.681229773,Navajo Nation: Water & home dust
(Intercept)8710,3.221137977,1.057622958,0.327678081,3.621448043,3.068499824,0.665048544,Navajo Nation: Water & home dust
(Intercept)8810,7.859861514,0.417942153,0.127421987,3.688117662,2.941223481,0.676375405,Navajo Nation: Water & home dust
(Intercept)8910,3.526518525,1.045538058,0.159847346,3.84614785,2.647294592,0.647249191,Navajo Nation: Water & home dust
(Intercept)9010,5.297519887,0.704388196,0.280271721,3.255098304,2.866597008,0.663430421,Navajo Nation: Water & home dust
(Intercept)9110,4.981587153,0.745110222,0.290693105,3.121295237,3.241655539,0.676375405,Navajo Nation: Water & home dust
(Intercept)9210,5.49179202,0.76722745,0.191956984,3.866806253,2.823279407,0.674757282,Navajo Nation: Water & home dust
(Intercept)9310,8.220844898,0.353621484,0.092812524,3.504137309,2.755063536,0.665048544,Navajo Nation: Water & home dust
(Intercept)9410,7.042661031,0.503196509,0.071872195,3.550151706,2.681525535,0.647249191,Navajo Nation: Water & home dust
(Intercept)9510,6.304376604,0.630206788,0.241333162,3.678860822,2.879768489,0.669902913,Navajo Nation: Water & home dust
(Intercept)9610,6.463623884,0.602932744,0.144937256,3.756855025,3.126247834,0.686084142,Navajo Nation: Water & home dust
(Intercept)9710,3.598591936,0.95108161,0.444522087,3.256457675,2.610794507,0.65210356,Navajo Nation: Water & home dust
(Intercept)9810,7.07108352,0.542283966,0.120358802,3.839457538,3.035414866,0.660194175,Navajo Nation: Water & home dust
(Intercept)9910,9.028976127,0.041120679,0.001660642,2.302521039,2.510855149,0.648867314,Navajo Nation: Water & home dust
(Intercept)1001,8.752394493,0.293904419,0.08443962,3.749289385,3.540408834,0.700647249,Navajo Nation: Water & home dust
(Intercept)1011,7.234977473,0.454028211,0.232864594,3.305321953,2.87425583,0.663430421,Navajo Nation: Water & home dust
(Intercept)1021,7.567555107,0.478404599,0.094136408,4.04648505,3.282830185,0.653721683,Navajo Nation: Water & home dust
(Intercept)1031,4.385059243,0.938060644,0.215181113,3.947347883,2.713891713,0.658576052,Navajo Nation: Water & home dust
(Intercept)1041,7.612890673,0.366861676,0.104989607,3.170152804,2.644451734,0.671521036,Navajo Nation: Water & home dust
(Intercept)1051,7.072368874,0.433223441,0.183516351,3.018495396,2.987660552,0.676375405,Navajo Nation: Water & home dust
(Intercept)1061,7.761684785,0.348591865,0.136759306,3.196340497,2.989565392,0.681229773,Navajo Nation: Water & home dust
(Intercept)1071,5.700827684,0.667730259,0.168020034,3.415143252,3.156287829,0.661812298,Navajo Nation: Water & home dust
(Intercept)1081,3.212406574,1.150427958,0.214500454,4.275800925,3.011510697,0.66828479,Navajo Nation: Water & home dust
(Intercept)1091,7.136539605,0.521622182,0.139066444,3.730587527,3.043787768,0.684466019,Navajo Nation: Water & home dust
(Intercept)1101,6.177805575,0.621940769,0.178699086,3.497839865,3.007716829,0.66828479,Navajo Nation: Water & home dust
(Intercept)1111,4.344055387,0.884116061,0.238907797,3.516494653,2.84865216,0.669902913,Navajo Nation: Water & home dust
(Intercept)1121,8.996575836,0.304844682,0.020939378,4.170877566,3.108471082,0.661812298,Navajo Nation: Water & home dust
(Intercept)1131,7.407538337,0.42119835,0.118860314,3.442145456,3.139960521,0.661812298,Navajo Nation: Water & home dust
(Intercept)1141,5.831296306,0.65850199,0.142252615,3.399157962,2.970717721,0.658576052,Navajo Nation: Water & home dust
(Intercept)1151,6.948214431,0.478798686,0.154208135,3.265432751,2.488607961,0.661812298,Navajo Nation: Water & home dust
(Intercept)1161,6.179377429,0.659014495,0.135372826,3.799937139,3.285151536,0.67961165,Navajo Nation: Water & home dust
(Intercept)1171,6.450335794,0.695765001,0.098968396,4.323743307,3.067277137,0.686084142,Navajo Nation: Water & home dust
(Intercept)1181,8.373476427,0.300331751,0.071393216,3.418008388,2.961078936,0.67961165,Navajo Nation: Water & home dust
(Intercept)1191,6.555545287,0.647733809,0.210783519,4.1316544,3.414663804,0.66828479,Navajo Nation: Water & home dust
(Intercept)1201,7.152578014,0.458894101,0.233693999,3.220330091,3.220797123,0.677993528,Navajo Nation: Water & home dust
(Intercept)1211,6.187705027,0.563243301,0.235958759,3.057475426,2.633130285,0.656957929,Navajo Nation: Water & home dust
(Intercept)1221,7.156474653,0.516511,0.061926407,3.79473206,2.835655368,0.671521036,Navajo Nation: Water & home dust
(Intercept)1231,6.770716849,0.598503701,0.070991117,4.081898193,2.85338211,0.66828479,Navajo Nation: Water & home dust
(Intercept)1241,9.53318879,0.10442987,0.00822092,3.183794356,3.016366205,0.673139159,Navajo Nation: Water & home dust
(Intercept)1251,6.443558613,0.621124675,0.215020829,3.719362627,3.014626887,0.682847896,Navajo Nation: Water & home dust
(Intercept)1261,5.141208032,0.882104884,0.138246416,4.353346165,2.82100825,0.669902913,Navajo Nation: Water & home dust
(Intercept)1271,2.882761425,1.090942089,0.426271631,3.527808009,2.586308572,0.676375405,Navajo Nation: Water & home dust
(Intercept)1281,5.57655639,0.726846333,0.253639699,3.683328754,3.020243671,0.673139159,Navajo Nation: Water & home dust
(Intercept)1291,6.584860071,0.584871085,0.178947717,3.707254798,2.784846056,0.686084142,Navajo Nation: Water & home dust
(Intercept)1301,5.964798194,0.692234627,0.172837192,3.822486839,2.743425808,0.669902913,Navajo Nation: Water & home dust
(Intercept)1311,8.324834522,0.286448985,0.04045096,3.530693665,3.262020414,0.690938511,Navajo Nation: Water & home dust
(Intercept)1321,8.512965645,0.238994953,0.036796384,3.041995537,2.65445145,0.63592233,Navajo Nation: Water & home dust
(Intercept)1331,6.115308536,0.697670872,0.154175005,4.090429283,3.243145094,0.671521036,Navajo Nation: Water & home dust
(Intercept)1341,7.354553475,0.404286642,0.075129891,3.293483254,2.673983999,0.665048544,Navajo Nation: Water & home dust
(Intercept)1351,6.093176649,0.623241298,0.189263169,3.366357919,2.917332189,0.65210356,Navajo Nation: Water & home dust
(Intercept)1361,8.400766973,0.42479907,0.088323827,4.421148112,2.991917899,0.690938511,Navajo Nation: Water & home dust
(Intercept)1371,4.289528348,0.893764084,0.335197944,3.497286539,2.945227701,0.674757282,Navajo Nation: Water & home dust
(Intercept)1381,7.599481434,0.463178201,0.068293922,3.895260384,2.828021775,0.671521036,Navajo Nation: Water & home dust
(Intercept)1391,6.556107306,0.578675211,0.160986432,3.534490363,2.917420246,0.674757282,Navajo Nation: Water & home dust
(Intercept)1401,5.934110238,0.66887173,0.280022822,3.583557112,3.028721381,0.658576052,Navajo Nation: Water & home dust
(Intercept)1411,9.607592651,0.114856942,0.010442219,3.332658509,3.08511382,0.671521036,Navajo Nation: Water & home dust
(Intercept)1421,7.090044073,0.452704846,0.078666701,3.333685981,2.625318986,0.644012945,Navajo Nation: Water & home dust
(Intercept)1431,6.130921395,0.705986108,0.121096374,4.079388577,2.985357219,0.65210356,Navajo Nation: Water & home dust
(Intercept)1441,6.706042043,0.515270588,0.102542193,3.405313561,2.896909194,0.666666667,Navajo Nation: Water & home dust
(Intercept)1451,8.192118276,0.260137367,0.075834938,2.940634669,3.065542739,0.648867314,Navajo Nation: Water & home dust
(Intercept)1461,4.827551958,0.856874959,0.355022609,3.824566657,2.744204794,0.677993528,Navajo Nation: Water & home dust
(Intercept)1471,8.779770779,0.274380778,0.046914949,3.569503143,2.83978838,0.656957929,Navajo Nation: Water & home dust
(Intercept)1481,6.313263188,0.631550675,0.199199745,3.796022981,2.763095743,0.669902913,Navajo Nation: Water & home dust
(Intercept)1491,4.614085601,0.870957485,0.220454569,3.719235756,3.028466268,0.686084142,Navajo Nation: Water & home dust
(Intercept)1501,7.91792008,0.371042963,0.051314266,3.683638674,2.661411956,0.666666667,Navajo Nation: Water & home dust
(Intercept)1511,7.567091421,0.48463606,0.082266939,4.110156816,3.041001976,0.677993528,Navajo Nation: Water & home dust
(Intercept)1521,7.045167163,0.52830147,0.093725509,3.901377458,3.245290969,0.669902913,Navajo Nation: Water & home dust
(Intercept)1531,6.536912839,0.620565786,0.098347222,3.88171167,3.137201378,0.661812298,Navajo Nation: Water & home dust
(Intercept)1541,7.794951899,0.406557094,0.189744124,3.555964077,2.757832932,0.660194175,Navajo Nation: Water & home dust
(Intercept)1551,3.82380209,1.039120984,0.33282921,4.112194669,3.086018267,0.661812298,Navajo Nation: Water & home dust
(Intercept)1561,7.476881624,0.375456856,0.13563025,3.051511027,3.099849669,0.655339806,Navajo Nation: Water & home dust
(Intercept)1571,4.376869568,0.849281063,0.344333268,3.293633912,2.987487056,0.666666667,Navajo Nation: Water & home dust
(Intercept)1581,8.08700803,0.357375006,0.138384384,3.489918183,3.133039736,0.687702265,Navajo Nation: Water & home dust
(Intercept)1591,6.207640205,0.627276877,0.175334992,3.634801041,2.998643742,0.665048544,Navajo Nation: Water & home dust
(Intercept)1601,6.025426544,0.626731631,0.124354755,3.524509196,2.951108618,0.674757282,Navajo Nation: Water & home dust
(Intercept)1611,7.488377648,0.365927314,0.090011667,3.16138604,2.622156386,0.65210356,Navajo Nation: Water & home dust
(Intercept)1621,3.016268523,1.089256571,0.29067929,3.652216427,2.487866745,0.653721683,Navajo Nation: Water & home dust
(Intercept)1631,4.622740883,0.885498089,0.349254651,3.803902101,2.660140541,0.639158576,Navajo Nation: Water & home dust
(Intercept)1641,7.280792078,0.445957617,0.09747413,3.460576046,2.861696483,0.666666667,Navajo Nation: Water & home dust
(Intercept)1651,8.117402457,0.258800961,0.06791836,2.699680692,2.461410965,0.66828479,Navajo Nation: Water & home dust
(Intercept)1661,5.262747136,0.741925646,0.182349223,3.427316805,2.790844271,0.660194175,Navajo Nation: Water & home dust
(Intercept)1671,5.84468783,0.661439959,0.251727903,3.38378578,2.582740645,0.648867314,Navajo Nation: Water & home dust
(Intercept)1681,7.636389931,0.434221281,0.083494013,3.807270752,3.103094553,0.682847896,Navajo Nation: Water & home dust
(Intercept)1691,7.657998521,0.41232368,0.178216118,3.275748402,2.895867422,0.665048544,Navajo Nation: Water & home dust
(Intercept)1701,6.464343905,0.659821522,0.215641199,4.053774836,3.518478711,0.699029126,Navajo Nation: Water & home dust
(Intercept)1711,6.335910126,0.605778855,0.223904154,3.450222132,3.2346618,0.666666667,Navajo Nation: Water & home dust
(Intercept)1721,6.971217409,0.550936218,0.154411906,3.867126701,2.868111313,0.687702265,Navajo Nation: Water & home dust
(Intercept)1731,6.668194932,0.679467941,0.141899047,4.495620376,3.205589051,0.686084142,Navajo Nation: Water & home dust
(Intercept)1741,8.665571309,0.296097525,0.035678753,3.872664019,2.922336006,0.676375405,Navajo Nation: Water & home dust
(Intercept)1751,7.415318206,0.439844438,0.128192057,3.473763634,2.938452021,0.658576052,Navajo Nation: Water & home dust
(Intercept)1761,6.808453626,0.543934359,0.119670725,3.55616002,2.827317213,0.676375405,Navajo Nation: Water & home dust
(Intercept)1771,7.485786435,0.417390942,0.061937792,3.643100065,3.120302811,0.689320388,Navajo Nation: Water & home dust
(Intercept)1781,4.913883391,0.895772504,0.203652077,4.203513679,3.379397635,0.67961165,Navajo Nation: Water & home dust
(Intercept)1791,5.763842644,0.721277092,0.223161817,3.786507879,2.623447053,0.650485437,Navajo Nation: Water & home dust
(Intercept)1801,7.398729581,0.419663592,0.112849491,3.329130027,2.88679557,0.677993528,Navajo Nation: Water & home dust
(Intercept)1811,6.873600379,0.548763741,0.079587078,3.797884732,2.947781431,0.673139159,Navajo Nation: Water & home dust
(Intercept)1821,6.176298835,0.673453231,0.126404353,3.883483664,3.197662557,0.653721683,Navajo Nation: Water & home dust
(Intercept)1831,3.034484837,1.137621696,0.301061953,3.969375279,2.91883649,0.658576052,Navajo Nation: Water & home dust
(Intercept)1841,8.132148738,0.294636255,0.082693264,3.130898743,2.560523634,0.666666667,Navajo Nation: Water & home dust
(Intercept)1851,8.810825798,0.155527523,0.021797541,2.651687646,2.881116195,0.65210356,Navajo Nation: Water & home dust
(Intercept)1861,5.592162352,0.814344305,0.214824509,4.283385825,3.37019374,0.67961165,Navajo Nation: Water & home dust
(Intercept)1871,4.901878882,0.799617765,0.308130383,3.455548967,2.434756738,0.647249191,Navajo Nation: Water & home dust
(Intercept)1881,3.515668574,1.154095837,0.257105439,4.557383409,3.212197364,0.710355987,Navajo Nation: Water & home dust
(Intercept)1891,3.721653438,0.9970653,0.268697498,3.699942352,2.794810035,0.653721683,Navajo Nation: Water & home dust
(Intercept)1901,7.351738364,0.471007783,0.131676937,3.458360182,2.868968527,0.655339806,Navajo Nation: Water & home dust
(Intercept)1911,6.497256035,0.545106261,0.23196845,3.19554964,2.799716395,0.647249191,Navajo Nation: Water & home dust
(Intercept)1921,6.285800922,0.628576633,0.257151731,3.753570169,3.018780011,0.67961165,Navajo Nation: Water & home dust
(Intercept)1931,7.171730598,0.456920229,0.130680419,3.309049113,2.799805862,0.66828479,Navajo Nation: Water & home dust
(Intercept)1941,6.597681569,0.583771058,0.095482049,3.653158724,3.039680531,0.656957929,Navajo Nation: Water & home dust
(Intercept)1951,7.255139024,0.496715372,0.163968341,3.534717882,2.789390989,0.655339806,Navajo Nation: Water & home dust
(Intercept)1961,5.772472171,0.67391864,0.137787229,3.503711456,2.904466044,0.67961165,Navajo Nation: Water & home dust
(Intercept)1971,8.101258533,0.371961853,0.089802504,3.739423277,3.2068858,0.674757282,Navajo Nation: Water & home dust
(Intercept)1981,6.829157833,0.551117853,0.104433615,3.70376384,2.81601882,0.677993528,Navajo Nation: Water & home dust
(Intercept)1991,5.282637573,0.806557848,0.10148032,3.999946165,3.418967476,0.677993528,Navajo Nation: Water & home dust
(Intercept)2001,2.143299483,1.24272001,0.321636361,3.856108636,2.583203763,0.658576052,Navajo Nation: Water & home dust
(Intercept)2011,7.65564741,0.333922572,0.054293264,2.965748497,2.556420977,0.658576052,Navajo Nation: Water & home dust
(Intercept)2021,4.165738126,1.006619364,0.216644461,4.211804536,2.862060154,0.677993528,Navajo Nation: Water & home dust
(Intercept)2031,8.025550868,0.339354883,0.068352291,3.287354282,2.787897545,0.66828479,Navajo Nation: Water & home dust
(Intercept)2041,8.261891838,0.300485168,0.043173504,3.502470008,2.9443946,0.697411003,Navajo Nation: Water & home dust
(Intercept)2051,4.477167066,0.873373123,0.355150344,3.561768544,2.910498831,0.66828479,Navajo Nation: Water & home dust
(Intercept)2061,6.543064537,0.627362432,0.191627846,3.971763172,3.002131727,0.686084142,Navajo Nation: Water & home dust
(Intercept)2071,4.577040914,0.869894826,0.409335586,3.673028799,2.93438124,0.689320388,Navajo Nation: Water & home dust
(Intercept)2081,6.10423976,0.803895758,0.097971306,4.82274409,3.834692999,0.69579288,Navajo Nation: Water & home dust
(Intercept)2091,7.210721106,0.405140478,0.143110485,3.034666459,2.717015853,0.671521036,Navajo Nation: Water & home dust
(Intercept)2101,4.604092223,0.849306085,0.268372423,3.528664,2.940201227,0.673139159,Navajo Nation: Water & home dust
(Intercept)2111,7.610642477,0.403858887,0.088010484,3.5489396,2.953503295,0.660194175,Navajo Nation: Water & home dust
(Intercept)2121,7.697255273,0.299338833,0.09910217,2.838984398,2.873592273,0.663430421,Navajo Nation: Water & home dust
(Intercept)2131,6.963845064,0.498014583,0.102566436,3.44344455,2.627548682,0.676375405,Navajo Nation: Water & home dust
(Intercept)2141,6.485791705,0.565667269,0.327087423,3.249770638,3.027296036,0.674757282,Navajo Nation: Water & home dust
(Intercept)2151,-1.431920304,1.944683501,0.465821406,4.982631581,2.781797226,0.69579288,Navajo Nation: Water & home dust
(Intercept)2161,8.052164947,0.30197048,0.099472223,3.166895037,2.930043549,0.66828479,Navajo Nation: Water & home dust
(Intercept)2171,7.001994143,0.430725686,0.129398405,3.047229498,2.806715361,0.66828479,Navajo Nation: Water & home dust
(Intercept)2181,6.328660082,0.575098084,0.181033263,3.274156339,2.746949199,0.645631068,Navajo Nation: Water & home dust
(Intercept)2191,9.889179935,0.048464463,0.003145254,2.959401425,3.42062006,0.663430421,Navajo Nation: Water & home dust
(Intercept)2201,7.347283703,0.523603814,0.083236787,4.065781456,3.221082439,0.689320388,Navajo Nation: Water & home dust
(Intercept)2211,4.262400256,1.047965413,0.346062241,4.602087802,2.926272773,0.681229773,Navajo Nation: Water & home dust
(Intercept)2221,5.42569884,0.78706611,0.153080659,3.996158858,2.694125667,0.67961165,Navajo Nation: Water & home dust
(Intercept)2231,7.584411572,0.406379017,0.116638439,3.36474738,3.118059467,0.697411003,Navajo Nation: Water & home dust
(Intercept)2241,7.156013917,0.450786539,0.10808904,3.295746819,2.690515024,0.644012945,Navajo Nation: Water & home dust
(Intercept)2251,5.998890032,0.740270903,0.17496026,4.226784812,3.077567544,0.674757282,Navajo Nation: Water & home dust
(Intercept)2261,8.774415122,0.240114405,0.019733863,3.903552683,2.723685974,0.686084142,Navajo Nation: Water & home dust
(Intercept)2271,7.564162368,0.480450061,0.098024378,4.017366911,2.881958824,0.699029126,Navajo Nation: Water & home dust
(Intercept)2281,8.33262425,0.303873113,0.071662269,3.284382971,2.561574614,0.650485437,Navajo Nation: Water & home dust
(Intercept)2291,6.830807807,0.538251113,0.116920392,3.585995474,2.77981465,0.650485437,Navajo Nation: Water & home dust
(Intercept)2301,6.814171654,0.497668616,0.204143232,3.227262232,3.082527619,0.674757282,Navajo Nation: Water & home dust
(Intercept)2311,4.446943697,0.947636056,0.203507885,4.089592414,2.59255817,0.665048544,Navajo Nation: Water & home dust
(Intercept)2321,4.655539872,0.896495957,0.254115816,3.920938366,2.695829623,0.66828479,Navajo Nation: Water & home dust
(Intercept)2331,5.395286201,0.800224066,0.17591869,4.015579278,2.937412953,0.671521036,Navajo Nation: Water & home dust
(Intercept)2341,7.173957318,0.512715083,0.123767915,3.625259387,3.016303348,0.648867314,Navajo Nation: Water & home dust
(Intercept)2351,7.928398765,0.364393367,0.081374118,3.605837219,3.339367905,0.676375405,Navajo Nation: Water & home dust
(Intercept)2361,4.48189686,0.87472417,0.273260443,3.610878802,2.973450202,0.663430421,Navajo Nation: Water & home dust
(Intercept)2371,6.202578032,0.644054801,0.160541831,3.643389781,3.161188502,0.661812298,Navajo Nation: Water & home dust
(Intercept)2381,7.290315569,0.481365154,0.151282602,3.484982898,3.009021105,0.674757282,Navajo Nation: Water & home dust
(Intercept)2391,6.464770095,0.560399977,0.196858626,3.295024866,2.921674778,0.673139159,Navajo Nation: Water & home dust
(Intercept)2401,7.492458648,0.400808095,0.091294999,3.305400496,2.816961214,0.661812298,Navajo Nation: Water & home dust
(Intercept)2411,6.977756772,0.612048962,0.088427257,4.386160418,3.145243099,0.673139159,Navajo Nation: Water & home dust
(Intercept)2421,8.088538037,0.266575352,0.082108812,2.831883731,2.552300572,0.656957929,Navajo Nation: Water & home dust
(Intercept)2431,8.5244174,0.261632359,0.07080408,3.39546099,3.124665374,0.681229773,Navajo Nation: Water & home dust
(Intercept)2441,3.27510473,1.171168148,0.229726823,4.450512667,3.099083013,0.67961165,Navajo Nation: Water & home dust
(Intercept)2451,6.319521518,0.622698829,0.097647595,3.775856537,2.684811554,0.658576052,Navajo Nation: Water & home dust
(Intercept)2461,7.592905669,0.336136734,0.083289742,2.997931275,2.95714807,0.676375405,Navajo Nation: Water & home dust
(Intercept)2471,7.154477062,0.530058977,0.147868118,3.755740244,3.340968529,0.682847896,Navajo Nation: Water & home dust
(Intercept)2481,6.471562628,0.602365549,0.263817157,3.45512214,2.785202833,0.663430421,Navajo Nation: Water & home dust
(Intercept)2491,6.516069896,0.558540486,0.10870712,3.300224609,2.931478085,0.663430421,Navajo Nation: Water & home dust
(Intercept)2501,6.141327811,0.677557698,0.239320055,3.823388965,3.148147091,0.689320388,Navajo Nation: Water & home dust
(Intercept)2511,8.81969545,0.180929213,0.024829857,3.06180379,2.469121772,0.640776699,Navajo Nation: Water & home dust
(Intercept)2521,7.737190774,0.439679061,0.088308257,3.809648014,2.987843946,0.676375405,Navajo Nation: Water & home dust
(Intercept)2531,6.766209328,0.571953577,0.105552417,3.727834273,2.74806418,0.656957929,Navajo Nation: Water & home dust
(Intercept)2541,7.035371152,0.486165997,0.100299284,3.507229389,2.89911833,0.669902913,Navajo Nation: Water & home dust
(Intercept)2551,7.452062784,0.416243909,0.161127915,3.198132805,3.064787199,0.660194175,Navajo Nation: Water & home dust
(Intercept)2561,6.132572596,0.671679221,0.208837535,3.733030069,2.916553166,0.640776699,Navajo Nation: Water & home dust
(Intercept)2571,4.450221649,0.991727691,0.157175681,4.392287917,2.947749949,0.690938511,Navajo Nation: Water & home dust
(Intercept)2581,8.598492063,0.231697599,0.023289143,3.358500086,2.971262274,0.681229773,Navajo Nation: Water & home dust
(Intercept)2591,8.201401814,0.252921321,0.034436699,3.135626005,2.671921948,0.669902913,Navajo Nation: Water & home dust
(Intercept)2601,5.002956885,0.823780642,0.352149623,3.721482702,2.850491611,0.66828479,Navajo Nation: Water & home dust
(Intercept)2611,5.292702061,0.841176923,0.389740359,4.139966192,3.599716606,0.697411003,Navajo Nation: Water & home dust
(Intercept)2621,6.936326652,0.528885725,0.079211585,3.668572265,2.9013094,0.660194175,Navajo Nation: Water & home dust
(Intercept)2631,6.577321495,0.650947812,0.170061051,4.088789545,3.034605657,0.676375405,Navajo Nation: Water & home dust
(Intercept)2641,5.891624204,0.729090257,0.228336987,4.014909367,3.246762675,0.66828479,Navajo Nation: Water & home dust
(Intercept)2651,6.481237505,0.583895649,0.130935018,3.490626133,2.479670959,0.645631068,Navajo Nation: Water & home dust
(Intercept)2661,5.146309467,0.768365979,0.295518373,3.503998015,2.891003952,0.676375405,Navajo Nation: Water & home dust
(Intercept)2671,5.336704973,0.770740785,0.188889245,3.753907638,2.693458142,0.669902913,Navajo Nation: Water & home dust
(Intercept)2681,8.984739806,0.26267305,0.03584647,3.772291746,2.958810335,0.686084142,Navajo Nation: Water & home dust
(Intercept)2691,7.469067039,0.480572282,0.145965431,3.875500936,3.074481601,0.674757282,Navajo Nation: Water & home dust
(Intercept)2701,4.726023695,0.863760869,0.254775038,3.722825599,2.747074348,0.653721683,Navajo Nation: Water & home dust
(Intercept)2711,9.327079123,0.112679047,0.017779904,2.882344601,2.4782247,0.656957929,Navajo Nation: Water & home dust
(Intercept)2721,4.27863487,0.95000187,0.295428042,3.920570323,2.901903191,0.681229773,Navajo Nation: Water & home dust
(Intercept)2731,5.173538127,0.731720624,0.285177883,3.258436839,2.678573357,0.671521036,Navajo Nation: Water & home dust
(Intercept)2741,7.385874373,0.525792345,0.060140044,4.14210013,2.959437604,0.677993528,Navajo Nation: Water & home dust
(Intercept)2751,7.203251523,0.468558021,0.064734085,3.547734561,2.758582627,0.639158576,Navajo Nation: Water & home dust
(Intercept)2761,7.492200423,0.489602807,0.097927926,3.964941172,3.218599055,0.689320388,Navajo Nation: Water & home dust
(Intercept)2771,5.853637538,0.719151182,0.159604921,3.873040085,2.956676688,0.666666667,Navajo Nation: Water & home dust
(Intercept)2781,5.891637302,0.804293059,0.138455008,4.552926425,3.197112039,0.681229773,Navajo Nation: Water & home dust
(Intercept)2791,6.758148996,0.515451502,0.13065909,3.416674062,2.82773404,0.674757282,Navajo Nation: Water & home dust
(Intercept)2801,8.221373888,0.427715567,0.089743307,4.312857486,3.05370072,0.676375405,Navajo Nation: Water & home dust
(Intercept)2811,7.864480671,0.469099367,0.109891859,4.108691617,3.207525506,0.669902913,Navajo Nation: Water & home dust
(Intercept)2821,6.838227133,0.609324908,0.174028408,4.160015628,3.169711958,0.653721683,Navajo Nation: Water & home dust
(Intercept)2831,4.652332873,0.898752324,0.309386344,3.959964885,3.414679693,0.686084142,Navajo Nation: Water & home dust
(Intercept)2841,4.136134962,0.984340862,0.298652377,4.027024757,2.728753728,0.665048544,Navajo Nation: Water & home dust
(Intercept)2851,7.950027446,0.367352296,0.053440665,3.588176983,2.779111391,0.669902913,Navajo Nation: Water & home dust
(Intercept)2861,3.711855389,1.097514715,0.174660055,4.385035546,2.672048887,0.676375405,Navajo Nation: Water & home dust
(Intercept)2871,4.369363056,0.87646375,0.247254739,3.501222896,2.684935586,0.661812298,Navajo Nation: Water & home dust
(Intercept)2881,6.837656035,0.489512997,0.074650355,3.484199047,2.736800176,0.660194175,Navajo Nation: Water & home dust
(Intercept)2891,6.272108846,0.629670595,0.175024577,3.636846639,2.733120013,0.681229773,Navajo Nation: Water & home dust
(Intercept)2901,4.809003434,0.919216701,0.160315321,4.240067782,2.793169347,0.661812298,Navajo Nation: Water & home dust
(Intercept)2911,6.404799146,0.533364819,0.240769392,2.967429732,2.838611428,0.656957929,Navajo Nation: Water & home dust
(Intercept)2921,3.419033527,1.056147853,0.285011185,3.810884085,3.089238626,0.655339806,Navajo Nation: Water & home dust
(Intercept)2931,5.205335858,0.771656724,0.292173032,3.562107014,2.711650991,0.66828479,Navajo Nation: Water & home dust
(Intercept)2941,5.917408222,0.627743972,0.153011619,3.303226144,2.681459351,0.681229773,Navajo Nation: Water & home dust
(Intercept)2951,5.122947364,0.89502817,0.240352705,4.35895141,3.09221637,0.66828479,Navajo Nation: Water & home dust
(Intercept)2961,6.631469755,0.549746383,0.125173421,3.460357836,3.137237735,0.661812298,Navajo Nation: Water & home dust
(Intercept)2971,5.265348152,0.799269485,0.202365345,3.89295733,2.928533044,0.665048544,Navajo Nation: Water & home dust
(Intercept)2981,7.302922143,0.513531204,0.087042603,3.974937347,2.908830733,0.655339806,Navajo Nation: Water & home dust
(Intercept)2991,4.337786464,0.890116187,0.399298843,3.538205465,2.691032728,0.66828479,Navajo Nation: Water & home dust
(Intercept)3001,7.443419538,0.441112277,0.09834445,3.640041754,2.983987068,0.665048544,Navajo Nation: Water & home dust
(Intercept)3011,5.287571518,0.748348807,0.18405402,3.546788097,2.931603298,0.663430421,Navajo Nation: Water & home dust
(Intercept)3021,5.297419927,0.83629021,0.200073073,4.182468282,2.58717468,0.666666667,Navajo Nation: Water & home dust
(Intercept)3031,5.541685642,0.676580714,0.394342306,3.183688891,2.790827087,0.661812298,Navajo Nation: Water & home dust
(Intercept)3041,6.620014979,0.581998737,0.226100557,3.649668102,3.068293318,0.661812298,Navajo Nation: Water & home dust
(Intercept)3051,6.435130596,0.556663085,0.150177459,3.389326949,2.867811112,0.656957929,Navajo Nation: Water & home dust
(Intercept)3061,6.636908844,0.515496318,0.079588487,3.433696009,2.699633311,0.66828479,Navajo Nation: Water & home dust
(Intercept)3071,0.440352023,1.525373984,0.360108879,4.062586705,3.028706151,0.665048544,Navajo Nation: Water & home dust
(Intercept)3081,7.980494527,0.406788884,0.081057724,3.791006609,2.949610459,0.689320388,Navajo Nation: Water & home dust
(Intercept)3091,7.229749757,0.481413921,0.189603768,3.512760797,3.016238173,0.66828479,Navajo Nation: Water & home dust
(Intercept)3101,4.595042733,0.918929292,0.314921505,4.051114744,3.387514673,0.684466019,Navajo Nation: Water & home dust
(Intercept)3111,6.885532675,0.546216304,0.168245786,3.739517558,3.107938316,0.681229773,Navajo Nation: Water & home dust
