,intcpt,slp,rsq,resid.mean,resid.med,resid.prop.pos,source
(Intercept),7.681570008,0.497730789,0.046419277,5.019771475,3.589083057,0.725363489,Navajo Nation: Water
(Intercept)1,5.845094994,0.967276083,0.087794897,5.669829139,4.157603932,0.717285945,Navajo Nation: Water
(Intercept)2,8.354536635,0.433438413,0.031447092,5.250135525,3.93904033,0.714054927,Navajo Nation: Water
(Intercept)3,8.630879263,0.323286568,0.025700861,4.97705209,4.264441403,0.733441034,Navajo Nation: Water
(Intercept)4,5.683874974,1.0041347,0.086294596,5.705942059,3.732829507,0.714054927,Navajo Nation: Water
(Intercept)5,7.530655985,0.657457935,0.044947566,5.709517942,4.049347084,0.725363489,Navajo Nation: Water
(Intercept)6,8.366280008,0.448855115,0.035669875,5.357927815,4.113948958,0.733441034,Navajo Nation: Water
(Intercept)7,7.344649355,0.631383117,0.048702663,5.386487499,3.622685471,0.69628433,Navajo Nation: Water
(Intercept)8,6.972136364,0.674456532,0.052491754,5.198594891,3.886689751,0.707592892,Navajo Nation: Water
(Intercept)9,6.952139723,0.676611823,0.057767172,5.228815219,3.698139564,0.741518578,Navajo Nation: Water
(Intercept)10,8.112612459,0.488528265,0.036857383,5.324367272,3.52449083,0.741518578,Navajo Nation: Water
(Intercept)11,7.018603367,0.649411841,0.057879991,5.122844306,3.845778455,0.712439418,Navajo Nation: Water
(Intercept)12,7.954389365,0.474487217,0.044518684,5.184818083,4.015669347,0.704361874,Navajo Nation: Water
(Intercept)13,8.415980591,0.482221265,0.022539729,5.762187223,4.321332545,0.730210016,Navajo Nation: Water
(Intercept)14,8.359217987,0.445290213,0.033369022,5.453769668,4.030793532,0.746365105,Navajo Nation: Water
(Intercept)15,6.77425055,0.697527502,0.097280194,5.133172002,3.883719976,0.747980614,Navajo Nation: Water
(Intercept)16,8.260228477,0.392718777,0.029708595,5.063739143,3.95020869,0.71082391,Navajo Nation: Water
(Intercept)17,7.825151183,0.533283059,0.047583679,5.259679488,4.14239343,0.725363489,Navajo Nation: Water
(Intercept)18,9.14056563,0.267091267,0.012207439,5.308140154,3.665988962,0.718901454,Navajo Nation: Water
(Intercept)19,9.196212109,0.164553652,0.004275081,4.760702398,3.929969118,0.739903069,Navajo Nation: Water
(Intercept)20,7.886950657,0.587773473,0.050107414,5.610144803,3.937116419,0.722132472,Navajo Nation: Water
(Intercept)21,7.488241898,0.662434547,0.064803538,5.661838954,3.85634032,0.714054927,Navajo Nation: Water
(Intercept)22,6.757048479,0.813768476,0.074081178,5.721913593,3.948265576,0.715670436,Navajo Nation: Water
(Intercept)23,7.423228333,0.544403277,0.062725003,4.921891655,3.911181426,0.718901454,Navajo Nation: Water
(Intercept)24,6.586767355,0.858092874,0.094349021,5.828736379,3.476134081,0.730210016,Navajo Nation: Water
(Intercept)25,8.218681588,0.551807194,0.039612233,5.838831979,3.72375769,0.718901454,Navajo Nation: Water
(Intercept)26,5.313500396,1.105434079,0.101353295,5.887715144,3.798630209,0.715670436,Navajo Nation: Water
(Intercept)27,8.538774164,0.443306779,0.022356713,5.610082034,3.766343799,0.733441034,Navajo Nation: Water
(Intercept)28,7.621973029,0.531666079,0.071522282,5.062608411,4.100912928,0.733441034,Navajo Nation: Water
(Intercept)29,8.596215203,0.351927253,0.024539139,5.253099493,4.100302666,0.726978998,Navajo Nation: Water
(Intercept)30,7.490570702,0.55428732,0.048817228,5.20982436,3.991132312,0.725363489,Navajo Nation: Water
(Intercept)31,7.991019688,0.558395344,0.040969246,5.623630937,4.131540175,0.728594507,Navajo Nation: Water
(Intercept)32,8.487651935,0.476119898,0.03528209,5.718706704,3.913940897,0.731825525,Navajo Nation: Water
(Intercept)33,7.389379183,0.627118043,0.06434616,5.371471235,4.03450927,0.730210016,Navajo Nation: Water
(Intercept)34,8.17123993,0.519023859,0.03958676,5.58335892,4.028432113,0.71082391,Navajo Nation: Water
(Intercept)35,7.474643795,0.608721344,0.075241172,5.440962509,4.133678981,0.736672052,Navajo Nation: Water
(Intercept)36,6.566355455,0.782509419,0.068134241,5.379277164,3.887759872,0.746365105,Navajo Nation: Water
(Intercept)37,9.039204875,0.329611425,0.015642885,5.376617441,3.840640532,0.730210016,Navajo Nation: Water
(Intercept)38,8.289249865,0.443835327,0.041668161,5.339217979,3.984568204,0.730210016,Navajo Nation: Water
(Intercept)39,8.554216644,0.290713766,0.029606115,4.697663626,3.719292148,0.738287561,Navajo Nation: Water
(Intercept)40,8.022095039,0.401375937,0.040553452,4.748813732,3.522733545,0.722132472,Navajo Nation: Water
(Intercept)41,6.996708947,0.769324463,0.071402624,5.742546165,4.323367963,0.723747981,Navajo Nation: Water
(Intercept)42,8.514813367,0.491449818,0.036644925,5.769698638,4.332774966,0.749596123,Navajo Nation: Water
(Intercept)43,6.778101723,0.922140039,0.0537542,6.369987094,4.197980128,0.746365105,Navajo Nation: Water
(Intercept)44,7.774232862,0.548875421,0.06545147,5.35599806,4.127542537,0.746365105,Navajo Nation: Water
(Intercept)45,6.497657888,0.719121096,0.074190328,4.990557283,3.99804016,0.722132472,Navajo Nation: Water
(Intercept)46,7.043337364,0.790342331,0.058282743,5.936322873,3.878709976,0.736672052,Navajo Nation: Water
(Intercept)47,7.454403521,0.578789326,0.061237113,5.14242105,3.837963563,0.699515347,Navajo Nation: Water
(Intercept)48,7.50398239,0.547998064,0.053470729,5.061650243,4.04053912,0.709208401,Navajo Nation: Water
(Intercept)49,8.790765524,0.284909969,0.019675469,4.881841271,3.464511878,0.701130856,Navajo Nation: Water
(Intercept)50,7.461752829,0.594715821,0.062812365,5.341476507,4.166290179,0.726978998,Navajo Nation: Water
(Intercept)51,6.16228776,0.928705029,0.094935017,5.783568812,4.099150236,0.733441034,Navajo Nation: Water
(Intercept)52,8.454560782,0.444218032,0.041196038,5.408436355,3.81279491,0.741518578,Navajo Nation: Water
(Intercept)53,8.732236686,0.388879639,0.023364817,5.574896868,4.26743735,0.725363489,Navajo Nation: Water
(Intercept)54,7.688394144,0.570540026,0.040476261,5.423272708,4.002111987,0.704361874,Navajo Nation: Water
(Intercept)55,7.689747069,0.54058658,0.046356111,5.298398848,3.759603771,0.707592892,Navajo Nation: Water
(Intercept)56,8.955648185,0.304430127,0.015186281,5.357723174,3.814836043,0.714054927,Navajo Nation: Water
(Intercept)57,7.80032452,0.518420843,0.047838461,5.230907211,4.131178538,0.726978998,Navajo Nation: Water
(Intercept)58,8.763259714,0.260101611,0.016193686,4.702287314,3.450455729,0.735056543,Navajo Nation: Water
(Intercept)59,7.80678302,0.54829609,0.025393334,5.328038185,4.090679112,0.714054927,Navajo Nation: Water
(Intercept)60,7.590704252,0.529332103,0.054072953,5.003960467,3.735557773,0.726978998,Navajo Nation: Water
(Intercept)61,8.414067369,0.378794324,0.044644386,5.104213404,4.066072671,0.720516963,Navajo Nation: Water
(Intercept)62,8.471747091,0.352194113,0.033146174,4.89804337,3.841777866,0.731825525,Navajo Nation: Water
(Intercept)63,7.442074075,0.660843751,0.059378086,5.653170522,3.952541225,0.735056543,Navajo Nation: Water
(Intercept)64,8.12429316,0.562919125,0.04461418,5.725132163,4.287848454,0.738287561,Navajo Nation: Water
(Intercept)65,9.538375516,0.375199663,0.009202698,6.278219258,4.299210852,0.733441034,Navajo Nation: Water
(Intercept)66,8.490077725,0.296519703,0.025640239,4.687825795,4.144352649,0.715670436,Navajo Nation: Water
(Intercept)67,9.366435395,0.33025425,0.013519814,5.919990913,4.192637152,0.733441034,Navajo Nation: Water
(Intercept)68,9.28927929,0.319252268,0.008926819,5.639805114,4.085729867,0.715670436,Navajo Nation: Water
(Intercept)69,9.286460458,0.219019625,0.011223371,5.135509772,4.134018812,0.726978998,Navajo Nation: Water
(Intercept)70,8.687758218,0.356701025,0.02487777,5.305377374,3.983365312,0.726978998,Navajo Nation: Water
(Intercept)71,8.426215481,0.361143502,0.033805906,4.996083671,4.134214072,0.736672052,Navajo Nation: Water
(Intercept)72,8.157773372,0.415218728,0.045357898,5.037218696,3.876613756,0.739903069,Navajo Nation: Water
(Intercept)73,9.284130724,0.192341382,0.009496581,4.947110548,4.101707527,0.726978998,Navajo Nation: Water
(Intercept)74,7.290997429,0.475332965,0.082695187,4.42135044,3.890669939,0.736672052,Navajo Nation: Water
(Intercept)75,8.459248226,0.337143472,0.032644184,4.766993508,3.604435792,0.71082391,Navajo Nation: Water
(Intercept)76,6.577366351,0.834539686,0.059109035,5.685186535,3.587080961,0.720516963,Navajo Nation: Water
(Intercept)77,8.88472896,0.37202799,0.021442608,5.424828691,3.558629495,0.728594507,Navajo Nation: Water
(Intercept)78,7.092013307,0.727297159,0.076137176,5.65686028,4.211522023,0.735056543,Navajo Nation: Water
(Intercept)79,9.604218161,0.246384118,0.008388145,5.673199199,4.169851114,0.739903069,Navajo Nation: Water
(Intercept)80,7.642307852,0.559459797,0.040106753,5.312781067,3.908940966,0.733441034,Navajo Nation: Water
(Intercept)81,8.388060292,0.434162574,0.032508116,5.406192785,3.841765049,0.743134087,Navajo Nation: Water
(Intercept)82,8.218393637,0.534847758,0.041515064,5.650983206,3.988180583,0.738287561,Navajo Nation: Water
(Intercept)83,7.760030139,0.559565864,0.049571041,5.375126212,3.72734709,0.709208401,Navajo Nation: Water
(Intercept)84,7.987175117,0.518928369,0.044640987,5.518798464,3.874899654,0.746365105,Navajo Nation: Water
(Intercept)85,8.979835497,0.25724691,0.0229111,4.989629948,4.065581184,0.757673667,Navajo Nation: Water
(Intercept)86,5.647726236,1.083527493,0.067076336,6.080602503,4.008049054,0.728594507,Navajo Nation: Water
(Intercept)87,7.884265395,0.564903947,0.045993513,5.548684158,3.877311453,0.707592892,Navajo Nation: Water
(Intercept)88,7.544266035,0.61170865,0.052318627,5.478413705,4.047258528,0.722132472,Navajo Nation: Water
(Intercept)89,8.683108972,0.435578801,0.022819867,5.613054636,3.708786659,0.718901454,Navajo Nation: Water
(Intercept)90,7.083833894,0.713085803,0.08845002,5.520948766,4.186648999,0.718901454,Navajo Nation: Water
(Intercept)91,6.887616138,0.751320747,0.075316877,5.564701273,3.952587521,0.712439418,Navajo Nation: Water
(Intercept)92,7.288323726,0.690587383,0.073534725,5.666561316,4.211599834,0.731825525,Navajo Nation: Water
(Intercept)93,7.625441608,0.501053554,0.039787892,4.907273862,3.307070585,0.68174475,Navajo Nation: Water
(Intercept)94,8.536860161,0.378337005,0.022771156,5.237741343,4.016564603,0.723747981,Navajo Nation: Water
(Intercept)95,8.742837881,0.333654176,0.018856993,5.166455566,4.004260702,0.730210016,Navajo Nation: Water
(Intercept)96,6.04978284,0.922731207,0.065450194,5.626150716,3.748773637,0.712439418,Navajo Nation: Water
(Intercept)97,6.693563268,0.799138249,0.071282845,5.613958675,3.777414498,0.709208401,Navajo Nation: Water
(Intercept)98,7.450223307,0.634893572,0.054973154,5.468048922,3.577587902,0.725363489,Navajo Nation: Water
(Intercept)99,8.177740401,0.434925608,0.038710655,5.211983082,3.849344561,0.735056543,Navajo Nation: Water
(Intercept)100,6.590001197,0.767029296,0.055560209,5.342853625,3.63998741,0.730210016,Navajo Nation: Water
(Intercept)101,7.130579793,0.560971764,0.064589538,4.782474671,3.803950439,0.730210016,Navajo Nation: Water
(Intercept)102,8.418083928,0.356868525,0.028539599,5.020620181,3.920904602,0.731825525,Navajo Nation: Water
(Intercept)103,7.74068394,0.666152336,0.03251011,5.982910074,4.161497842,0.728594507,Navajo Nation: Water
(Intercept)104,7.277336896,0.727237367,0.069180198,5.827005419,3.910782405,0.747980614,Navajo Nation: Water
(Intercept)105,6.45361047,0.813846124,0.085203653,5.459060378,4.065131626,0.754442649,Navajo Nation: Water
(Intercept)106,6.864920313,0.714462325,0.058935044,5.320352413,3.905753978,0.712439418,Navajo Nation: Water
(Intercept)107,7.774184625,0.607174827,0.045195884,5.693253955,3.872820367,0.733441034,Navajo Nation: Water
(Intercept)108,6.431571062,0.840781228,0.076849459,5.589319523,3.801548491,0.733441034,Navajo Nation: Water
(Intercept)109,6.693547208,0.773808948,0.075745248,5.45329945,4.017435952,0.709208401,Navajo Nation: Water
(Intercept)110,5.887704251,0.997734755,0.077009061,5.875788253,3.902625387,0.71082391,Navajo Nation: Water
(Intercept)111,8.135477886,0.580838818,0.038981537,5.806178296,4.255352125,0.726978998,Navajo Nation: Water
(Intercept)112,7.941951464,0.576560078,0.030974185,5.745475648,4.036929095,0.741518578,Navajo Nation: Water
(Intercept)113,8.609453685,0.313836534,0.026697025,4.888635493,3.902625042,0.704361874,Navajo Nation: Water
(Intercept)114,7.183257286,0.70520449,0.058032609,5.61316677,4.007157263,0.730210016,Navajo Nation: Water
(Intercept)115,6.506004397,0.821690715,0.091400799,5.572058281,3.844267848,0.744749596,Navajo Nation: Water
(Intercept)116,7.653094242,0.47298359,0.04590886,4.808160114,4.053986674,0.749596123,Navajo Nation: Water
(Intercept)117,8.466141845,0.456592931,0.035846681,5.521584359,3.966743314,0.746365105,Navajo Nation: Water
(Intercept)118,6.293173663,0.840653487,0.11283444,5.422277226,3.577843232,0.714054927,Navajo Nation: Water
(Intercept)119,7.283301707,0.568771813,0.059308186,4.913297706,3.610951903,0.699515347,Navajo Nation: Water
(Intercept)120,7.128192879,0.721643026,0.063986678,5.611870906,3.522610403,0.71082391,Navajo Nation: Water
(Intercept)121,7.490420157,0.53884833,0.053956078,5.041369134,3.769958355,0.701130856,Navajo Nation: Water
(Intercept)122,6.111458136,0.888970842,0.093539115,5.520744091,4.012650796,0.725363489,Navajo Nation: Water
(Intercept)123,7.742442858,0.623983816,0.050721688,5.741618908,4.05371405,0.717285945,Navajo Nation: Water
(Intercept)124,7.62602972,0.486088191,0.049548891,4.756758491,3.496634031,0.71082391,Navajo Nation: Water
(Intercept)125,8.48034862,0.381555164,0.030542401,5.230140009,3.9886704,0.735056543,Navajo Nation: Water
(Intercept)126,7.854539381,0.524863811,0.052386261,5.308311449,3.928676247,0.738287561,Navajo Nation: Water
(Intercept)127,6.806224829,0.763531592,0.069925004,5.513211615,4.145449763,0.718901454,Navajo Nation: Water
(Intercept)128,8.27657286,0.467655972,0.029731316,5.531579636,4.216064251,0.723747981,Navajo Nation: Water
(Intercept)129,8.645276238,0.34475386,0.012175438,5.07043747,3.569331332,0.688206785,Navajo Nation: Water
(Intercept)130,8.114837544,0.397653507,0.040522428,4.84968471,3.781818555,0.725363489,Navajo Nation: Water
(Intercept)131,6.773861487,0.864544247,0.071634416,6.033857766,4.181502332,0.744749596,Navajo Nation: Water
(Intercept)132,6.508220703,0.833044781,0.07510347,5.626468826,4.06812448,0.736672052,Navajo Nation: Water
(Intercept)133,6.831173133,0.723994376,0.063961258,5.354108517,3.78727633,0.743134087,Navajo Nation: Water
(Intercept)134,7.910771473,0.579096336,0.04007327,5.705177726,4.038814948,0.733441034,Navajo Nation: Water
(Intercept)135,7.65321635,0.533368421,0.063928028,5.139826582,4.072882282,0.722132472,Navajo Nation: Water
(Intercept)136,7.371029585,0.660693535,0.049979346,5.545275645,3.808060226,0.71082391,Navajo Nation: Water
(Intercept)137,8.715722048,0.405404533,0.023552731,5.517834934,4.181908064,0.71082391,Navajo Nation: Water
(Intercept)138,6.108787347,0.975402989,0.085713413,5.975005608,4.014202428,0.735056543,Navajo Nation: Water
(Intercept)139,8.829540018,0.379860245,0.019569951,5.485022714,3.844636799,0.735056543,Navajo Nation: Water
(Intercept)140,7.722899302,0.563026903,0.050377443,5.372840076,3.782721584,0.733441034,Navajo Nation: Water
(Intercept)141,4.833829371,1.106166563,0.123686541,5.387297532,3.750668791,0.717285945,Navajo Nation: Water
(Intercept)142,7.016079488,0.662223369,0.06584963,5.182372684,3.64685988,0.725363489,Navajo Nation: Water
(Intercept)143,7.462299452,0.651148544,0.05403354,5.665919666,3.798999324,0.735056543,Navajo Nation: Water
(Intercept)144,7.720747872,0.620413194,0.037744756,5.707115966,3.480252542,0.712439418,Navajo Nation: Water
(Intercept)145,7.395238504,0.607951567,0.039670208,5.366147463,3.814352034,0.723747981,Navajo Nation: Water
(Intercept)146,7.32168326,0.669520262,0.056680226,5.522294922,3.918161812,0.718901454,Navajo Nation: Water
(Intercept)147,7.616139141,0.70546439,0.056968635,6.079468,4.41814654,0.752827141,Navajo Nation: Water
(Intercept)148,8.231716775,0.430252433,0.046396818,5.177412641,3.980158872,0.712439418,Navajo Nation: Water
(Intercept)149,7.92359079,0.552852982,0.054172787,5.545065277,4.116053457,0.743134087,Navajo Nation: Water
(Intercept)150,6.950890687,0.75845947,0.062377367,5.70429448,4.00359779,0.730210016,Navajo Nation: Water
(Intercept)151,7.61796721,0.559513048,0.055645995,5.287089809,4.129867166,0.736672052,Navajo Nation: Water
(Intercept)152,7.312248399,0.658331668,0.052533286,5.466433011,3.848833736,0.722132472,Navajo Nation: Water
(Intercept)153,7.342772496,0.608286811,0.057340513,5.239811856,3.678740737,0.743134087,Navajo Nation: Water
(Intercept)154,6.318596076,0.848102916,0.082413338,5.504663999,4.100151662,0.743134087,Navajo Nation: Water
(Intercept)155,6.853412379,0.734814115,0.054411613,5.466506584,4.14946246,0.709208401,Navajo Nation: Water
(Intercept)156,7.242421193,0.606889013,0.049543633,5.189837288,3.707340413,0.722132472,Navajo Nation: Water
(Intercept)157,5.934580537,0.837451596,0.098237573,5.053518404,3.650952281,0.704361874,Navajo Nation: Water
(Intercept)158,8.518162732,0.427794695,0.039900055,5.427604913,3.790442818,0.735056543,Navajo Nation: Water
(Intercept)159,8.017005008,0.455257037,0.04895123,5.174327512,3.944511965,0.741518578,Navajo Nation: Water
(Intercept)160,7.603743177,0.576359761,0.066403909,5.310626614,4.035896366,0.731825525,Navajo Nation: Water
(Intercept)161,7.660823891,0.518836323,0.071176036,5.164007481,4.114447207,0.749596123,Navajo Nation: Water
(Intercept)162,8.217262851,0.317276558,0.029204853,4.595184943,3.985170657,0.715670436,Navajo Nation: Water
(Intercept)163,7.463983583,0.54128802,0.05706516,5.007066197,3.817260972,0.712439418,Navajo Nation: Water
(Intercept)164,7.447541222,0.601882991,0.047131379,5.290685406,3.80321644,0.722132472,Navajo Nation: Water
(Intercept)165,5.957473008,0.855539067,0.098892035,5.168449695,3.94204353,0.722132472,Navajo Nation: Water
(Intercept)166,7.783654371,0.652359387,0.055937353,5.907534249,4.293175057,0.738287561,Navajo Nation: Water
(Intercept)167,8.384119179,0.373362977,0.036161469,5.034317918,4.013022415,0.747980614,Navajo Nation: Water
(Intercept)168,8.472829559,0.371893717,0.02319377,5.053183596,3.782256249,0.69628433,Navajo Nation: Water
(Intercept)169,6.983967966,0.646958773,0.086372745,5.098088902,4.304627907,0.736672052,Navajo Nation: Water
(Intercept)170,8.441803937,0.313806853,0.022081606,4.776898927,3.801802061,0.733441034,Navajo Nation: Water
(Intercept)171,7.462697183,0.557459068,0.047086784,5.094040875,3.861148441,0.725363489,Navajo Nation: Water
(Intercept)172,7.447210926,0.616627472,0.042607104,5.333927612,3.514468316,0.693053312,Navajo Nation: Water
(Intercept)173,7.045425208,0.723245649,0.065452471,5.569680651,3.763402648,0.712439418,Navajo Nation: Water
(Intercept)174,8.264448312,0.463068137,0.047870251,5.37505395,4.250966075,0.717285945,Navajo Nation: Water
(Intercept)175,8.985765089,0.289118041,0.018736549,5.148123025,3.797468722,0.725363489,Navajo Nation: Water
(Intercept)176,8.558796452,0.29999519,0.023864675,4.721928682,3.670845718,0.722132472,Navajo Nation: Water
(Intercept)177,8.449716841,0.320767684,0.029768719,4.755163191,3.915078581,0.718901454,Navajo Nation: Water
(Intercept)178,7.993128194,0.41444227,0.034199991,4.856635887,3.554969027,0.702746365,Navajo Nation: Water
(Intercept)179,8.738221187,0.388529969,0.015745527,5.6354328,4.072011492,0.738287561,Navajo Nation: Water
(Intercept)180,8.739328134,0.300340851,0.014930769,4.971693595,3.514991827,0.735056543,Navajo Nation: Water
(Intercept)181,7.71188595,0.471829269,0.052678051,4.788739427,3.396449698,0.689822294,Navajo Nation: Water
(Intercept)182,8.439602908,0.477576043,0.02596159,5.732828385,4.060430651,0.730210016,Navajo Nation: Water
(Intercept)183,7.623140102,0.515873629,0.057636707,4.977216373,3.885198218,0.730210016,Navajo Nation: Water
(Intercept)184,8.686300867,0.445127156,0.031058579,5.726778815,4.133910204,0.741518578,Navajo Nation: Water
(Intercept)185,7.69757947,0.454628412,0.040232056,4.716954201,3.436615545,0.701130856,Navajo Nation: Water
(Intercept)186,7.165645812,0.665302693,0.053695184,5.376493502,3.873236319,0.714054927,Navajo Nation: Water
(Intercept)187,9.07340647,0.312461506,0.018166335,5.402466172,3.544231106,0.723747981,Navajo Nation: Water
(Intercept)188,7.993669824,0.575509624,0.036946873,5.732845102,3.923514273,0.723747981,Navajo Nation: Water
(Intercept)189,7.14538678,0.710689528,0.053178116,5.609935742,3.724765808,0.723747981,Navajo Nation: Water
(Intercept)190,7.288298608,0.68157953,0.062638624,5.580920473,4.155732403,0.743134087,Navajo Nation: Water
(Intercept)191,8.166328509,0.357668723,0.036524409,4.593343025,3.576777068,0.694668821,Navajo Nation: Water
(Intercept)192,6.367127541,0.92427427,0.062935104,5.956227166,4.043589332,0.733441034,Navajo Nation: Water
(Intercept)193,8.081498938,0.372205804,0.032185244,4.670922314,3.457998254,0.723747981,Navajo Nation: Water
(Intercept)194,8.399560288,0.354349691,0.03398521,4.905427033,3.841809463,0.725363489,Navajo Nation: Water
(Intercept)195,8.259762386,0.471858257,0.032741057,5.453121173,4.038319578,0.699515347,Navajo Nation: Water
(Intercept)196,8.129111976,0.338659137,0.025904993,4.628548314,3.72674099,0.71082391,Navajo Nation: Water
(Intercept)197,8.997513259,0.274601611,0.012525473,5.073442143,3.748141186,0.730210016,Navajo Nation: Water
(Intercept)198,8.1572318,0.450200868,0.034503695,5.214873658,3.759248758,0.720516963,Navajo Nation: Water
(Intercept)199,9.108698846,0.260553822,0.011320077,5.185877719,4.034902853,0.714054927,Navajo Nation: Water
(Intercept)200,7.466632703,0.556227847,0.045853172,5.1222906,3.894071625,0.717285945,Navajo Nation: Water
(Intercept)201,7.128284397,0.582305307,0.062829359,4.969774873,3.979258537,0.726978998,Navajo Nation: Water
(Intercept)202,8.280998621,0.52193706,0.033037652,5.772539868,3.833037791,0.714054927,Navajo Nation: Water
(Intercept)203,6.916860906,0.714727789,0.072298313,5.351775963,3.624847208,0.712439418,Navajo Nation: Water
(Intercept)204,7.474743339,0.632093917,0.046713756,5.551330225,4.044692423,0.723747981,Navajo Nation: Water
(Intercept)205,8.32493182,0.488857385,0.039338563,5.550053052,4.423769576,0.735056543,Navajo Nation: Water
(Intercept)206,6.915317981,0.791723869,0.078535988,5.778992262,4.03721807,0.723747981,Navajo Nation: Water
(Intercept)207,7.780540257,0.590497283,0.043373142,5.621311148,3.953258963,0.723747981,Navajo Nation: Water
(Intercept)208,7.868166487,0.462976468,0.040114717,5.095822769,3.831726819,0.723747981,Navajo Nation: Water
(Intercept)209,7.49303971,0.597255279,0.050258524,5.330067953,3.623490372,0.699515347,Navajo Nation: Water
(Intercept)210,7.643641447,0.479858933,0.049385505,4.93742512,4.106796808,0.717285945,Navajo Nation: Water
(Intercept)211,6.857452491,0.558908757,0.096665353,4.512710177,3.834127814,0.707592892,Navajo Nation: Water
(Intercept)212,8.090259258,0.490048948,0.041172304,5.39556169,4.278129439,0.735056543,Navajo Nation: Water
(Intercept)213,8.435768283,0.478332935,0.031526249,5.598668513,4.283218406,0.744749596,Navajo Nation: Water
(Intercept)214,7.733900872,0.52561896,0.046004633,5.142630205,3.944230338,0.714054927,Navajo Nation: Water
(Intercept)215,8.882983924,0.213737923,0.010817243,4.724527478,3.688735427,0.717285945,Navajo Nation: Water
(Intercept)216,7.302255649,0.645170112,0.047892622,5.358878316,3.890291748,0.733441034,Navajo Nation: Water
(Intercept)217,8.625499418,0.416275157,0.020076824,5.580252436,3.97868236,0.736672052,Navajo Nation: Water
(Intercept)218,7.567038702,0.600440029,0.043694843,5.472290158,3.985950342,0.728594507,Navajo Nation: Water
(Intercept)219,7.968683953,0.486423931,0.038392151,5.265784072,4.192018683,0.717285945,Navajo Nation: Water
(Intercept)220,9.106506193,0.351603752,0.018883547,5.807612855,4.016694441,0.743134087,Navajo Nation: Water
(Intercept)221,6.088377374,0.85543404,0.086129658,5.306470242,3.719314335,0.707592892,Navajo Nation: Water
(Intercept)222,8.279506597,0.500042943,0.03119732,5.64540671,3.894111717,0.728594507,Navajo Nation: Water
(Intercept)223,8.603893014,0.393802847,0.028379127,5.3724437,3.839973532,0.738287561,Navajo Nation: Water
(Intercept)224,5.919149775,0.942885252,0.069635618,5.620064943,3.71304154,0.726978998,Navajo Nation: Water
(Intercept)225,6.83765241,0.788998661,0.063229472,5.69986076,4.019440701,0.704361874,Navajo Nation: Water
(Intercept)226,7.40043014,0.59474624,0.034908433,5.229587747,3.40090783,0.718901454,Navajo Nation: Water
(Intercept)227,7.984772043,0.519373484,0.028211055,5.360167741,3.934549719,0.728594507,Navajo Nation: Water
(Intercept)228,7.758104816,0.475862761,0.03595973,4.962640484,3.737667824,0.726978998,Navajo Nation: Water
(Intercept)229,7.72238062,0.510787725,0.042374556,5.083192278,3.49514121,0.731825525,Navajo Nation: Water
(Intercept)230,8.572326958,0.44485237,0.020311297,5.661557371,3.960393942,0.744749596,Navajo Nation: Water
(Intercept)231,9.041245372,0.205878932,0.00938507,4.876960817,4.194546452,0.722132472,Navajo Nation: Water
(Intercept)232,8.188028271,0.465793794,0.038988336,5.337633864,4.062984109,0.722132472,Navajo Nation: Water
(Intercept)233,7.249764721,0.762793747,0.052383572,5.988444014,3.696475549,0.738287561,Navajo Nation: Water
(Intercept)234,9.139251609,0.276451027,0.020757695,5.237665743,4.138500224,0.726978998,Navajo Nation: Water
(Intercept)235,8.846105276,0.336418734,0.021043458,5.344230905,3.563532015,0.707592892,Navajo Nation: Water
(Intercept)236,8.619148911,0.356775557,0.029098121,5.198539489,3.789517935,0.730210016,Navajo Nation: Water
(Intercept)237,6.53124026,0.7905979,0.07754293,5.411923142,3.840397187,0.728594507,Navajo Nation: Water
(Intercept)238,7.642344647,0.569657856,0.055097697,5.381792748,3.907487655,0.733441034,Navajo Nation: Water
(Intercept)239,6.739966035,0.729882387,0.060659689,5.269796248,3.80266865,0.720516963,Navajo Nation: Water
(Intercept)240,9.384998168,0.156080661,0.007556377,4.737119433,3.763969408,0.720516963,Navajo Nation: Water
(Intercept)241,7.778767583,0.609160187,0.043626054,5.694465903,4.000340609,0.747980614,Navajo Nation: Water
(Intercept)242,7.155295737,0.83465064,0.03945712,6.258495549,4.330250702,0.731825525,Navajo Nation: Water
(Intercept)243,7.650160188,0.443624126,0.049276177,4.640455242,3.670128177,0.715670436,Navajo Nation: Water
(Intercept)244,7.676990424,0.574544649,0.040506262,5.340016637,4.255098139,0.723747981,Navajo Nation: Water
(Intercept)245,8.270881178,0.345868645,0.038721273,4.811347294,3.969861641,0.731825525,Navajo Nation: Water
(Intercept)246,8.288959555,0.423383092,0.033124262,5.208384452,3.971677137,0.71082391,Navajo Nation: Water
(Intercept)247,8.292807411,0.473827441,0.035680793,5.475212023,4.083715334,0.723747981,Navajo Nation: Water
(Intercept)248,8.844292534,0.426382097,0.020180546,5.791521662,3.905581224,0.720516963,Navajo Nation: Water
(Intercept)249,9.027656141,0.328252802,0.008354642,5.477334487,4.114995735,0.736672052,Navajo Nation: Water
(Intercept)250,7.402441878,0.565642529,0.050780442,5.091699058,3.942301494,0.725363489,Navajo Nation: Water
(Intercept)251,6.520968353,0.763316637,0.06959739,5.233142444,3.663965014,0.718901454,Navajo Nation: Water
(Intercept)252,6.890067518,0.825276113,0.085467372,5.945006377,4.394984347,0.722132472,Navajo Nation: Water
