,intcpt,slp,rsq,resid.mean,resid.med,resid.prop.pos,source
(Intercept),6.48298921,0.935913519,0.063039116,6.14194179,3.944245337,0.723747981,Navajo Nation: Water
(Intercept)1,6.03574529,0.982681392,0.071078014,5.943581288,3.837905398,0.71082391,Navajo Nation: Water
(Intercept)2,7.170540451,0.560127419,0.069446032,4.829681551,3.489442884,0.728594507,Navajo Nation: Water
(Intercept)3,7.27066952,0.573376007,0.07444758,5.000315299,3.959789656,0.722132472,Navajo Nation: Water
(Intercept)4,7.618000302,0.624024066,0.055208772,5.617178587,3.636617617,0.723747981,Navajo Nation: Water
(Intercept)5,5.683324065,0.89845662,0.069143662,5.142943205,3.522801763,0.693053312,Navajo Nation: Water
(Intercept)6,6.877624378,0.753711694,0.07189131,5.566958067,3.914855288,0.744749596,Navajo Nation: Water
(Intercept)7,6.880604053,0.677454704,0.061396261,5.164122829,3.548325312,0.709208401,Navajo Nation: Water
(Intercept)8,7.250563242,0.624158405,0.048328375,5.250456436,3.544911486,0.697899838,Navajo Nation: Water
(Intercept)9,6.358257618,0.872464216,0.063720114,5.679553632,3.515689906,0.705977383,Navajo Nation: Water
(Intercept)10,5.091352129,1.156004904,0.056520584,5.921559519,3.587796239,0.705977383,Navajo Nation: Water
(Intercept)11,7.861992651,0.568499302,0.044945358,5.565686192,3.51459467,0.71082391,Navajo Nation: Water
(Intercept)12,8.448007832,0.358755116,0.031355323,5.035510992,3.712226349,0.728594507,Navajo Nation: Water
(Intercept)13,7.413020117,0.552667727,0.060864181,5.032463163,3.995532177,0.720516963,Navajo Nation: Water
(Intercept)14,6.983612763,0.529092589,0.068956491,4.477596583,3.175411767,0.683360258,Navajo Nation: Water
(Intercept)15,6.078769068,0.860699643,0.058903105,5.337457849,3.449807343,0.694668821,Navajo Nation: Water
(Intercept)16,6.127316647,0.997255349,0.072519175,6.112710509,3.909368944,0.718901454,Navajo Nation: Water
(Intercept)17,6.983541012,0.714473808,0.067811561,5.464063426,4.083060541,0.712439418,Navajo Nation: Water
(Intercept)18,7.765378236,0.518232498,0.042489439,5.201568184,3.496706073,0.712439418,Navajo Nation: Water
(Intercept)19,7.969620615,0.521640265,0.037885345,5.423945592,3.872054645,0.71082391,Navajo Nation: Water
(Intercept)20,6.259086509,0.871085485,0.079398189,5.573045362,3.562881403,0.722132472,Navajo Nation: Water
(Intercept)21,7.548351106,0.576320856,0.039449072,5.293668413,3.655329674,0.71082391,Navajo Nation: Water
(Intercept)22,5.522374449,0.969208406,0.05655564,5.358511595,3.14396238,0.704361874,Navajo Nation: Water
(Intercept)23,7.006858437,0.62462328,0.062949909,5.009225546,3.543412797,0.715670436,Navajo Nation: Water
(Intercept)24,7.35378393,0.599141706,0.046478869,5.220546384,3.363419791,0.707592892,Navajo Nation: Water
(Intercept)25,7.600906756,0.557137697,0.05668002,5.244137528,3.581163357,0.722132472,Navajo Nation: Water
(Intercept)26,7.904555571,0.486231761,0.027452104,5.170447997,3.621413005,0.709208401,Navajo Nation: Water
(Intercept)27,6.880518072,0.75513398,0.066689929,5.577420707,3.817422469,0.725363489,Navajo Nation: Water
(Intercept)28,7.165549513,0.710557703,0.065183408,5.62523169,3.949928312,0.702746365,Navajo Nation: Water
(Intercept)29,6.990002736,0.637397028,0.058255445,5.060347581,3.596115339,0.717285945,Navajo Nation: Water
(Intercept)30,6.455877665,0.819358019,0.05366342,5.494559758,3.705165435,0.705977383,Navajo Nation: Water
(Intercept)31,6.984812128,0.755522187,0.071240797,5.683780674,4.120640978,0.715670436,Navajo Nation: Water
(Intercept)32,5.631791562,1.007522931,0.067542999,5.671826158,3.708088809,0.693053312,Navajo Nation: Water
(Intercept)33,7.11752371,0.610568277,0.058106239,5.04509466,3.607405289,0.705977383,Navajo Nation: Water
(Intercept)34,6.976256731,0.740836988,0.080672667,5.59707542,3.696724872,0.730210016,Navajo Nation: Water
(Intercept)35,7.047911456,0.731019236,0.064557163,5.616483257,4.000670338,0.717285945,Navajo Nation: Water
(Intercept)36,6.968156073,0.726577437,0.063653365,5.513090066,3.661905926,0.704361874,Navajo Nation: Water
(Intercept)37,6.343978445,0.704367006,0.073044168,4.770715745,3.45681476,0.701130856,Navajo Nation: Water
(Intercept)38,7.354887029,0.678179239,0.050952542,5.642261542,3.866276989,0.709208401,Navajo Nation: Water
(Intercept)39,6.957432923,0.736182398,0.057698853,5.553481395,3.674701644,0.712439418,Navajo Nation: Water
(Intercept)40,6.323363754,0.908475838,0.069206559,5.836301913,4.092807171,0.728594507,Navajo Nation: Water
(Intercept)41,7.81512056,0.491396575,0.041544957,5.10849845,3.718983394,0.712439418,Navajo Nation: Water
(Intercept)42,6.909198542,0.704678079,0.061110813,5.33759127,3.729506813,0.726978998,Navajo Nation: Water
(Intercept)43,5.487433811,0.956944264,0.085591851,5.258305178,3.504518016,0.697899838,Navajo Nation: Water
(Intercept)44,7.67772057,0.575048189,0.059217199,5.416265161,3.831688657,0.720516963,Navajo Nation: Water
(Intercept)45,6.734677253,0.759629376,0.056987313,5.455502923,3.791044696,0.691437803,Navajo Nation: Water
(Intercept)46,6.060642677,0.785273142,0.090166864,4.917936132,3.616106313,0.699515347,Navajo Nation: Water
(Intercept)47,7.41632141,0.507928154,0.055616706,4.797674987,3.381262277,0.704361874,Navajo Nation: Water
(Intercept)48,6.997100091,0.734089932,0.06738435,5.582013142,3.585018676,0.726978998,Navajo Nation: Water
(Intercept)49,7.316307514,0.590718627,0.052856225,5.13824508,3.633769329,0.701130856,Navajo Nation: Water
(Intercept)50,7.172522349,0.60214881,0.067205949,5.055287631,3.588159972,0.715670436,Navajo Nation: Water
(Intercept)51,7.885567878,0.461174971,0.042277961,5.018116213,3.415359486,0.718901454,Navajo Nation: Water
(Intercept)52,7.552332005,0.56575032,0.051606072,5.241396357,3.70247888,0.699515347,Navajo Nation: Water
(Intercept)53,8.241881742,0.388221459,0.022427678,4.9861952,3.84066419,0.725363489,Navajo Nation: Water
(Intercept)54,7.77965141,0.471064401,0.043680645,4.964828075,3.442344263,0.697899838,Navajo Nation: Water
(Intercept)55,6.933903376,0.794349766,0.063414138,5.839499675,3.980316175,0.728594507,Navajo Nation: Water
(Intercept)56,7.835505703,0.476624567,0.040750326,5.050271767,3.657726192,0.71082391,Navajo Nation: Water
(Intercept)57,6.879479748,0.725568484,0.072551313,5.419044423,3.571780827,0.709208401,Navajo Nation: Water
(Intercept)58,6.247547551,0.806820836,0.064226247,5.219510833,3.595545146,0.717285945,Navajo Nation: Water
(Intercept)59,5.858978232,0.997484795,0.072270135,5.845593131,3.994026406,0.701130856,Navajo Nation: Water
(Intercept)60,6.638744961,0.728218523,0.072604065,5.192412283,3.607258115,0.712439418,Navajo Nation: Water
(Intercept)61,7.495891535,0.560903705,0.057597695,5.159163778,3.707594053,0.707592892,Navajo Nation: Water
(Intercept)62,7.259024818,0.651308418,0.072096341,5.403401558,3.836168898,0.69628433,Navajo Nation: Water
(Intercept)63,6.30746031,0.840489539,0.080072453,5.458597486,3.610798154,0.71082391,Navajo Nation: Water
(Intercept)64,5.402249919,1.018406469,0.083358529,5.500203163,3.245662195,0.701130856,Navajo Nation: Water
(Intercept)65,7.883807506,0.500483818,0.050619699,5.225544751,3.834270345,0.715670436,Navajo Nation: Water
(Intercept)66,6.960266673,0.686791901,0.059408018,5.293474978,3.48706064,0.702746365,Navajo Nation: Water
(Intercept)67,7.8794728,0.506058234,0.032916612,5.25087527,3.725808788,0.720516963,Navajo Nation: Water
(Intercept)68,6.175286324,0.86444813,0.07587091,5.453923331,3.378827944,0.694668821,Navajo Nation: Water
(Intercept)69,7.262166258,0.620772723,0.058896626,5.244041957,3.583229847,0.704361874,Navajo Nation: Water
(Intercept)70,6.395423769,0.858953094,0.074616333,5.644817981,3.960626393,0.709208401,Navajo Nation: Water
(Intercept)71,6.347030588,0.776937459,0.083788243,5.159964247,3.345593681,0.725363489,Navajo Nation: Water
(Intercept)72,7.438244365,0.561941101,0.05710928,5.107037291,3.434859782,0.717285945,Navajo Nation: Water
(Intercept)73,7.001311431,0.680300902,0.052367078,5.299976745,3.376333679,0.723747981,Navajo Nation: Water
(Intercept)74,7.338216399,0.6545253,0.051450531,5.499712338,3.912931394,0.722132472,Navajo Nation: Water
(Intercept)75,7.831008829,0.399834821,0.036365029,4.637124822,3.730658474,0.693053312,Navajo Nation: Water
(Intercept)76,6.171270988,0.925555533,0.071582615,5.775101731,3.804195722,0.715670436,Navajo Nation: Water
(Intercept)77,7.86872015,0.485494377,0.038022912,5.130688462,3.640652565,0.717285945,Navajo Nation: Water
(Intercept)78,7.152388968,0.598328061,0.065448131,5.01482147,3.838505572,0.709208401,Navajo Nation: Water
(Intercept)79,6.872325374,0.799666485,0.04446298,5.806215525,3.632489932,0.717285945,Navajo Nation: Water
(Intercept)80,6.499423991,0.699915996,0.080972883,4.902474459,3.752769775,0.709208401,Navajo Nation: Water
(Intercept)81,8.142959353,0.408978368,0.031908116,4.997734334,3.574555939,0.69628433,Navajo Nation: Water
(Intercept)82,5.744717896,1.06951906,0.073200276,6.114675739,3.979339839,0.722132472,Navajo Nation: Water
(Intercept)83,6.855932685,0.725860332,0.055210544,5.397050476,3.673010926,0.71082391,Navajo Nation: Water
(Intercept)84,7.220990286,0.626093892,0.038777598,5.231183513,3.232735032,0.705977383,Navajo Nation: Water
(Intercept)85,7.464172785,0.648145733,0.059451477,5.591718742,3.962627139,0.730210016,Navajo Nation: Water
(Intercept)86,7.278278565,0.64956746,0.057782834,5.41339049,3.897240549,0.730210016,Navajo Nation: Water
(Intercept)87,7.097893257,0.695366959,0.036816785,5.476735234,3.590799611,0.730210016,Navajo Nation: Water
(Intercept)88,7.894014239,0.357342991,0.021430413,4.474002528,3.566044647,0.702746365,Navajo Nation: Water
(Intercept)89,6.460346636,0.812461104,0.068216546,5.462325589,3.844819952,0.725363489,Navajo Nation: Water
(Intercept)90,6.154742817,0.87833494,0.085173384,5.507280914,3.734501595,0.714054927,Navajo Nation: Water
(Intercept)91,6.583256176,0.741201879,0.069362139,5.206016697,3.552445436,0.726978998,Navajo Nation: Water
(Intercept)92,6.941863735,0.712570499,0.052855567,5.412257358,3.823682905,0.714054927,Navajo Nation: Water
(Intercept)93,7.10781104,0.542694605,0.072977294,4.67418037,3.580283035,0.69628433,Navajo Nation: Water
(Intercept)94,7.086688141,0.577156356,0.056157641,4.836451711,3.890725137,0.715670436,Navajo Nation: Water
(Intercept)95,7.880741135,0.562255995,0.050408764,5.551209826,3.550331058,0.730210016,Navajo Nation: Water
(Intercept)96,7.637961981,0.611994752,0.045796282,5.573124166,3.845316805,0.728594507,Navajo Nation: Water
(Intercept)97,8.354583671,0.41883099,0.035242769,5.261791101,3.832779801,0.733441034,Navajo Nation: Water
(Intercept)98,5.832568934,0.939457196,0.070866389,5.51037981,3.804283982,0.694668821,Navajo Nation: Water
(Intercept)99,5.86970296,1.045865854,0.080844876,6.113786129,3.770257948,0.726978998,Navajo Nation: Water
(Intercept)100,6.295792693,0.853089785,0.076246132,5.513984282,3.731865524,0.715670436,Navajo Nation: Water
(Intercept)101,6.825325738,0.763916963,0.050801466,5.568968553,3.797379025,0.718901454,Navajo Nation: Water
(Intercept)102,6.238039883,0.885000428,0.061129964,5.626049541,4.08193435,0.707592892,Navajo Nation: Water
(Intercept)103,7.85942954,0.439161344,0.031279951,4.874828507,3.259361211,0.69628433,Navajo Nation: Water
(Intercept)104,6.415200126,0.965953234,0.06060515,6.234014304,3.687588872,0.71082391,Navajo Nation: Water
(Intercept)105,6.956043719,0.60717049,0.059667836,4.865532751,3.775647866,0.720516963,Navajo Nation: Water
(Intercept)106,7.215038117,0.575403222,0.038130311,4.955472074,3.48973591,0.712439418,Navajo Nation: Water
(Intercept)107,7.251753748,0.687593537,0.062780231,5.589228097,3.78294475,0.722132472,Navajo Nation: Water
(Intercept)108,7.462127356,0.632470084,0.057123613,5.506252606,3.968407172,0.728594507,Navajo Nation: Water
(Intercept)109,6.288324636,0.795982309,0.066558823,5.2026088,3.567497539,0.707592892,Navajo Nation: Water
(Intercept)110,6.460581186,0.817835649,0.068283412,5.491161722,3.785745233,0.709208401,Navajo Nation: Water
(Intercept)111,7.743253897,0.564818979,0.048262213,5.427361954,3.543992056,0.705977383,Navajo Nation: Water
(Intercept)112,7.22500014,0.709135937,0.050419988,5.677116139,3.155377824,0.704361874,Navajo Nation: Water
(Intercept)113,6.581752713,0.759124788,0.063051199,5.299893131,3.700049327,0.709208401,Navajo Nation: Water
(Intercept)114,7.44869674,0.513218262,0.045857413,4.858202555,3.557566777,0.697899838,Navajo Nation: Water
(Intercept)115,6.570362704,0.869435314,0.061434664,5.875539884,3.970935104,0.718901454,Navajo Nation: Water
(Intercept)116,7.526725028,0.652970777,0.044541006,5.6799483,3.776375603,0.720516963,Navajo Nation: Water
(Intercept)117,6.5506421,0.837433204,0.065976161,5.68551445,3.606940565,0.718901454,Navajo Nation: Water
(Intercept)118,5.899170467,0.896063083,0.072254597,5.34605198,3.81463248,0.709208401,Navajo Nation: Water
(Intercept)119,6.837355682,0.777821027,0.055724545,5.654991404,3.933469465,0.705977383,Navajo Nation: Water
(Intercept)120,9.060230782,0.249283473,0.013486687,5.065161436,3.636710615,0.720516963,Navajo Nation: Water
(Intercept)121,6.024355656,0.907576291,0.074051839,5.53250672,3.54865838,0.717285945,Navajo Nation: Water
(Intercept)122,7.930601038,0.615271173,0.050800355,5.883199272,3.702889048,0.730210016,Navajo Nation: Water
(Intercept)123,8.436107837,0.340637626,0.026238853,4.927195602,3.636080718,0.709208401,Navajo Nation: Water
(Intercept)124,6.639818858,0.858578264,0.053917774,5.887218344,3.480814147,0.725363489,Navajo Nation: Water
(Intercept)125,6.461691945,0.810005774,0.07736028,5.45060443,4.07291542,0.715670436,Navajo Nation: Water
(Intercept)126,6.692317585,0.817954445,0.069693961,5.723530315,3.556420013,0.717285945,Navajo Nation: Water
(Intercept)127,7.089651504,0.711606387,0.065244687,5.554914436,3.596427827,0.720516963,Navajo Nation: Water
(Intercept)128,7.555405947,0.463497992,0.048586666,4.700316644,3.564120322,0.697899838,Navajo Nation: Water
(Intercept)129,6.804720098,0.686467164,0.066138982,5.136200255,3.557492382,0.704361874,Navajo Nation: Water
(Intercept)130,6.63992155,0.833315479,0.059554674,5.752880708,3.868588673,0.722132472,Navajo Nation: Water
(Intercept)131,6.729033101,0.853216911,0.051462058,5.947901213,3.932514951,0.697899838,Navajo Nation: Water
(Intercept)132,7.915743696,0.500360362,0.045252832,5.256823944,3.688188537,0.701130856,Navajo Nation: Water
(Intercept)133,5.662655105,0.978218329,0.069861908,5.54674013,3.56601011,0.709208401,Navajo Nation: Water
(Intercept)134,5.912032251,0.968016201,0.068745629,5.74182487,3.778080848,0.715670436,Navajo Nation: Water
(Intercept)135,5.474884929,0.982992918,0.078581762,5.384378769,3.415130974,0.689822294,Navajo Nation: Water
(Intercept)136,6.749696391,0.783815436,0.065885706,5.599232408,3.704847191,0.726978998,Navajo Nation: Water
(Intercept)137,6.287961356,0.858209412,0.06205147,5.533397936,3.826940816,0.723747981,Navajo Nation: Water
(Intercept)138,7.063526907,0.608479855,0.062838107,4.979983957,3.69748688,0.718901454,Navajo Nation: Water
(Intercept)139,7.502345612,0.640447364,0.053626765,5.588923354,3.467508944,0.733441034,Navajo Nation: Water
(Intercept)140,5.670779117,1.009739255,0.089157154,5.722608266,3.922173315,0.704361874,Navajo Nation: Water
(Intercept)141,6.681559686,0.754487114,0.051466493,5.375019906,3.889889553,0.707592892,Navajo Nation: Water
(Intercept)142,6.606870526,0.805902952,0.049603925,5.573949124,3.276600835,0.686591276,Navajo Nation: Water
(Intercept)143,7.353182483,0.635934612,0.052960467,5.415744823,3.712933814,0.712439418,Navajo Nation: Water
(Intercept)144,7.182710683,0.501016853,0.058568799,4.527284562,3.704978746,0.712439418,Navajo Nation: Water
(Intercept)145,9.055975358,0.260099024,0.014671592,5.118462863,3.771421742,0.749596123,Navajo Nation: Water
(Intercept)146,7.27359489,0.57796553,0.050714896,5.027664616,3.610977159,0.712439418,Navajo Nation: Water
(Intercept)147,8.339939168,0.281661676,0.018629333,4.517176097,3.336989215,0.697899838,Navajo Nation: Water
(Intercept)148,7.393805362,0.568117243,0.04524984,5.095465707,3.621893312,0.699515347,Navajo Nation: Water
(Intercept)149,6.658932958,0.802682466,0.066019981,5.608873181,3.491528564,0.701130856,Navajo Nation: Water
(Intercept)150,8.344365577,0.442400251,0.014867847,5.377000956,3.719218811,0.725363489,Navajo Nation: Water
(Intercept)151,6.653253329,0.789381449,0.073341393,5.532409861,3.594000389,0.726978998,Navajo Nation: Water
(Intercept)152,7.720764115,0.488386983,0.04765863,4.998125932,3.554197072,0.718901454,Navajo Nation: Water
(Intercept)153,6.59089253,0.881801345,0.065739609,5.961877708,3.69601589,0.722132472,Navajo Nation: Water
(Intercept)154,7.434710007,0.639501354,0.057034572,5.51625339,3.73211811,0.725363489,Navajo Nation: Water
(Intercept)155,6.637299529,0.776227699,0.056150862,5.44645608,3.042268999,0.691437803,Navajo Nation: Water
(Intercept)156,6.73006506,0.801807581,0.05953175,5.675349425,3.758451451,0.699515347,Navajo Nation: Water
(Intercept)157,7.646696717,0.620971141,0.055414512,5.629628327,3.823976805,0.733441034,Navajo Nation: Water
(Intercept)158,6.242208474,0.861403747,0.065428589,5.504644265,3.524899519,0.69628433,Navajo Nation: Water
(Intercept)159,8.473455782,0.286722927,0.017937811,4.677627043,3.622541634,0.717285945,Navajo Nation: Water
(Intercept)160,7.742330492,0.521676693,0.050965763,5.196849327,3.752564554,0.722132472,Navajo Nation: Water
(Intercept)161,7.289946706,0.661251245,0.051479027,5.487235941,3.673017732,0.697899838,Navajo Nation: Water
(Intercept)162,6.441988809,0.840734811,0.078521091,5.594431239,4.110088891,0.712439418,Navajo Nation: Water
(Intercept)163,5.619559688,1.005204173,0.068820407,5.647254605,3.45699785,0.715670436,Navajo Nation: Water
(Intercept)164,7.043939337,0.554985934,0.072146212,4.675719127,3.528957716,0.71082391,Navajo Nation: Water
(Intercept)165,7.145193874,0.591358542,0.067027899,4.97053686,3.81992424,0.707592892,Navajo Nation: Water
(Intercept)166,7.785183744,0.487722461,0.041503631,5.059009191,3.470737638,0.69628433,Navajo Nation: Water
(Intercept)167,8.512209627,0.380274586,0.028461871,5.21423241,3.964836871,0.730210016,Navajo Nation: Water
(Intercept)168,7.471064261,0.602819325,0.05806966,5.357397808,4.257875746,0.736672052,Navajo Nation: Water
(Intercept)169,7.139169269,0.607632926,0.062985192,5.051119235,3.449516036,0.715670436,Navajo Nation: Water
(Intercept)170,7.511630882,0.673910846,0.045714906,5.776290395,3.543179318,0.714054927,Navajo Nation: Water
(Intercept)171,7.71492435,0.537233489,0.051099771,5.252231396,3.728119106,0.715670436,Navajo Nation: Water
(Intercept)172,6.185361272,0.860235958,0.063821693,5.441582467,3.437867013,0.735056543,Navajo Nation: Water
(Intercept)173,8.130592923,0.471150353,0.034571022,5.316226998,3.564975284,0.731825525,Navajo Nation: Water
(Intercept)174,8.965859181,0.217892882,0.011209477,4.803739313,3.835954293,0.728594507,Navajo Nation: Water
(Intercept)175,7.453596555,0.555976743,0.048920784,5.090649106,3.378525176,0.699515347,Navajo Nation: Water
(Intercept)176,7.176963109,0.595568809,0.04821187,5.024711767,3.478082825,0.691437803,Navajo Nation: Water
(Intercept)177,6.592342502,0.915003958,0.069287658,6.140021197,3.995700106,0.738287561,Navajo Nation: Water
(Intercept)178,6.657597422,0.875254276,0.061317126,5.993741225,3.839298534,0.694668821,Navajo Nation: Water
(Intercept)179,7.308904807,0.648964748,0.058839106,5.440809294,4.128498626,0.705977383,Navajo Nation: Water
(Intercept)180,8.824383857,0.157504468,0.004662941,4.340896481,3.443271487,0.704361874,Navajo Nation: Water
(Intercept)181,7.245111193,0.744119504,0.054825824,5.883398364,3.61541904,0.71082391,Navajo Nation: Water
(Intercept)182,7.622695776,0.395005194,0.017712417,4.403110065,3.356393212,0.693053312,Navajo Nation: Water
(Intercept)183,6.4156482,0.87228737,0.073706286,5.736003094,3.801396433,0.709208401,Navajo Nation: Water
(Intercept)184,6.731489862,0.792037635,0.059830094,5.624781752,3.8235964,0.714054927,Navajo Nation: Water
(Intercept)185,6.951314152,0.643426579,0.072055837,5.053746308,3.844065902,0.71082391,Navajo Nation: Water
(Intercept)186,6.439880647,0.851065037,0.068939138,5.647297183,3.765944703,0.712439418,Navajo Nation: Water
(Intercept)187,8.372132373,0.353918798,0.030324493,4.933898217,3.375580625,0.694668821,Navajo Nation: Water
(Intercept)188,6.54214769,0.78043366,0.056436171,5.373686995,3.696369824,0.704361874,Navajo Nation: Water
(Intercept)189,7.049295776,0.659727821,0.047479978,5.238477844,3.518107959,0.714054927,Navajo Nation: Water
(Intercept)190,5.272477265,1.067463233,0.084388776,5.631494661,3.374217863,0.71082391,Navajo Nation: Water
(Intercept)191,6.188901295,0.899121694,0.093635792,5.652059743,3.801363975,0.733441034,Navajo Nation: Water
(Intercept)192,5.828181721,0.965683854,0.065331728,5.645562348,3.771454792,0.720516963,Navajo Nation: Water
(Intercept)193,6.858223679,0.794558134,0.059022372,5.764928844,3.995617567,0.720516963,Navajo Nation: Water
(Intercept)194,7.840159505,0.5000555,0.045267179,5.179617381,3.639979585,0.725363489,Navajo Nation: Water
(Intercept)195,6.476448006,0.711544065,0.078870071,4.941379279,3.309335931,0.712439418,Navajo Nation: Water
(Intercept)196,7.675987872,0.58424116,0.038780512,5.463454463,3.552081001,0.71082391,Navajo Nation: Water
(Intercept)197,5.95007041,0.894336615,0.060056761,5.387764222,3.363847776,0.683360258,Navajo Nation: Water
(Intercept)198,5.51214409,1.128035203,0.086079212,6.193505821,3.64574137,0.744749596,Navajo Nation: Water
(Intercept)199,7.369459185,0.65484344,0.058873291,5.532648161,3.55336691,0.704361874,Navajo Nation: Water
(Intercept)200,8.16576661,0.41398643,0.042133676,5.047192871,3.860142781,0.714054927,Navajo Nation: Water
(Intercept)201,7.822134555,0.471794162,0.038297871,5.011194774,3.420300652,0.712439418,Navajo Nation: Water
(Intercept)202,6.803853031,0.707491489,0.065380061,5.247217812,3.764885996,0.699515347,Navajo Nation: Water
(Intercept)203,7.076984614,0.7038013,0.064303913,5.500711408,3.71386853,0.712439418,Navajo Nation: Water
(Intercept)204,7.433565404,0.571439756,0.053435967,5.152907087,3.456189132,0.709208401,Navajo Nation: Water
(Intercept)205,8.24418234,0.384865985,0.031435128,4.970639056,3.816426185,0.712439418,Navajo Nation: Water
(Intercept)206,8.956957553,0.231709379,0.005382684,4.868364596,3.598331032,0.722132472,Navajo Nation: Water
(Intercept)207,6.612526928,0.737848489,0.053745078,5.217441795,4.056220348,0.733441034,Navajo Nation: Water
(Intercept)208,7.879901602,0.581170881,0.037903105,5.651029168,3.937328157,0.718901454,Navajo Nation: Water
(Intercept)209,5.587002596,1.090559863,0.06417716,6.068932752,3.744897216,0.71082391,Navajo Nation: Water
(Intercept)210,6.299397036,0.815615944,0.068596729,5.318165024,3.642437757,0.705977383,Navajo Nation: Water
(Intercept)211,6.665022716,0.766515878,0.060469337,5.422496111,3.524332003,0.726978998,Navajo Nation: Water
(Intercept)212,7.142205085,0.699836903,0.059284707,5.544834647,3.734145577,0.709208401,Navajo Nation: Water
(Intercept)213,7.307073541,0.510564383,0.048269992,4.702456275,3.354680816,0.691437803,Navajo Nation: Water
(Intercept)214,6.239802987,0.891523081,0.062385404,5.662524082,3.81015712,0.709208401,Navajo Nation: Water
(Intercept)215,6.068207652,0.808983163,0.049063702,5.051678134,3.238391524,0.704361874,Navajo Nation: Water
(Intercept)216,7.84644052,0.539858141,0.049147251,5.397715109,3.998162618,0.723747981,Navajo Nation: Water
(Intercept)217,6.342991246,0.871840235,0.059515072,5.660966636,3.976412047,0.71082391,Navajo Nation: Water
(Intercept)218,7.267979332,0.60683089,0.059722026,5.175661123,3.593351782,0.730210016,Navajo Nation: Water
(Intercept)219,7.998274557,0.395016455,0.045693119,4.778748774,3.54969068,0.715670436,Navajo Nation: Water
(Intercept)220,7.538179304,0.46425132,0.051787,4.68709897,3.580045915,0.694668821,Navajo Nation: Water
(Intercept)221,7.360607584,0.63098873,0.049051002,5.396849551,3.389645768,0.707592892,Navajo Nation: Water
(Intercept)222,7.4071836,0.554496417,0.05867897,5.036358339,3.490908707,0.699515347,Navajo Nation: Water
(Intercept)223,6.950252527,0.690379467,0.058401391,5.30255269,3.890583504,0.709208401,Navajo Nation: Water
(Intercept)224,7.432174166,0.655072903,0.056202702,5.59658427,3.869908113,0.717285945,Navajo Nation: Water
(Intercept)225,7.026641263,0.569933714,0.058763193,4.737968275,3.410587249,0.68174475,Navajo Nation: Water
(Intercept)226,6.007565765,0.856669606,0.069738283,5.244807997,3.389837531,0.723747981,Navajo Nation: Water
(Intercept)227,7.829607536,0.509357486,0.038070591,5.218567557,3.750433797,0.717285945,Navajo Nation: Water
(Intercept)228,7.645535573,0.531857385,0.0514032,5.154232742,3.4516403,0.709208401,Navajo Nation: Water
(Intercept)229,6.85149997,0.752291466,0.07015143,5.533275667,3.753120118,0.720516963,Navajo Nation: Water
(Intercept)230,7.541677297,0.554522359,0.048700873,5.170990088,3.380232206,0.69628433,Navajo Nation: Water
(Intercept)231,6.087343322,0.86200665,0.064745312,5.352987569,3.606678078,0.701130856,Navajo Nation: Water
(Intercept)232,7.600052524,0.597903509,0.05962535,5.460225698,3.993997092,0.722132472,Navajo Nation: Water
(Intercept)233,7.595840828,0.627185352,0.048106907,5.611842452,3.889935105,0.722132472,Navajo Nation: Water
(Intercept)234,7.099570815,0.604861299,0.058447096,4.996771084,3.475538564,0.69628433,Navajo Nation: Water
(Intercept)235,6.826450418,0.757937377,0.062238484,5.538271819,3.836169612,0.728594507,Navajo Nation: Water
(Intercept)236,7.451728096,0.604341563,0.048309611,5.3461625,3.585659543,0.707592892,Navajo Nation: Water
(Intercept)237,5.61720211,0.953460562,0.075589294,5.369534345,3.392861502,0.69628433,Navajo Nation: Water
(Intercept)238,6.668009945,0.826058196,0.045319767,5.742348203,3.894458092,0.717285945,Navajo Nation: Water
(Intercept)239,6.946480843,0.690636826,0.062182123,5.300150584,3.743758644,0.715670436,Navajo Nation: Water
(Intercept)240,6.250676209,0.857510355,0.074447398,5.492392635,3.946018009,0.69628433,Navajo Nation: Water
(Intercept)241,5.186884401,1.017939628,0.077556391,5.282353272,3.501906517,0.725363489,Navajo Nation: Water
(Intercept)242,6.993639132,0.708269111,0.071493428,5.441142165,3.592071191,0.735056543,Navajo Nation: Water
(Intercept)243,7.74060026,0.544483725,0.044012009,5.316490703,3.740198943,0.718901454,Navajo Nation: Water
(Intercept)244,5.440439857,1.023131912,0.071831609,5.563540375,3.703399679,0.707592892,Navajo Nation: Water
(Intercept)245,6.326960653,0.84125461,0.052818637,5.482169284,3.630274766,0.722132472,Navajo Nation: Water
(Intercept)246,7.180969042,0.601303862,0.061489097,5.059237789,3.867938909,0.694668821,Navajo Nation: Water
(Intercept)247,6.114133277,0.855222954,0.060856375,5.343676898,3.576829998,0.717285945,Navajo Nation: Water
(Intercept)248,7.690148668,0.64043061,0.050398504,5.776637248,3.835149455,0.741518578,Navajo Nation: Water
(Intercept)249,7.156064294,0.599556117,0.063976478,5.025032112,3.702535854,0.730210016,Navajo Nation: Water
(Intercept)250,7.620585661,0.573044116,0.045035968,5.348465227,4.008432742,0.735056543,Navajo Nation: Water
(Intercept)251,7.778231228,0.561437193,0.045456937,5.444342519,3.655097173,0.723747981,Navajo Nation: Water
(Intercept)252,7.730331292,0.592611922,0.052983295,5.562344359,3.653277164,0.739903069,Navajo Nation: Water
