"","intcpt","slp","rsq","scen"
"(Intercept)847",160.645581230843,0.557583378421214,0.249302286025821,"HEALS primary water only"
"(Intercept)848",165.216664426108,0.542643273081552,0.239392681587913,"HEALS primary water only"
"(Intercept)849",161.58839650903,0.554325401468156,0.249830702696571,"HEALS primary water only"
"(Intercept)850",159.792958561385,0.562228986831565,0.246993744307292,"HEALS primary water only"
"(Intercept)851",158.955815408464,0.566371749066987,0.255733169209421,"HEALS primary water only"
"(Intercept)852",163.727869235891,0.549908068559305,0.244316370142364,"HEALS primary water only"
"(Intercept)853",163.840287472833,0.550108820445288,0.242191067496178,"HEALS primary water only"
"(Intercept)854",161.147038637502,0.554245956020931,0.248670742941513,"HEALS primary water only"
"(Intercept)855",160.166698438068,0.56127147980435,0.247822234360015,"HEALS primary water only"
"(Intercept)856",163.400718195112,0.549671919705473,0.244415815741346,"HEALS primary water only"
"(Intercept)857",157.779722506795,0.568177521864851,0.250221113804823,"HEALS primary water only"
"(Intercept)858",157.958282549904,0.566796252376241,0.249951210127214,"HEALS primary water only"
"(Intercept)859",162.667428523587,0.551089232695175,0.24642326602389,"HEALS primary water only"
"(Intercept)860",161.143859194525,0.552872156563959,0.242923724014689,"HEALS primary water only"
"(Intercept)861",161.677260854728,0.548820862794575,0.24073518583113,"HEALS primary water only"
"(Intercept)862",160.72171013652,0.560112559355894,0.249517826567142,"HEALS primary water only"
"(Intercept)863",161.673601729188,0.558149220395054,0.247703453165555,"HEALS primary water only"
"(Intercept)864",159.765475887608,0.561413362518805,0.247178466035461,"HEALS primary water only"
"(Intercept)865",160.406791629049,0.560210942452032,0.247340892385775,"HEALS primary water only"
"(Intercept)866",162.934137239972,0.554047229566068,0.243134335470834,"HEALS primary water only"
"(Intercept)867",162.148851693899,0.550785618031984,0.238832041658039,"HEALS primary water only"
"(Intercept)868",162.727463340557,0.558507665808596,0.244929391248489,"HEALS primary water only"
"(Intercept)869",159.596677860661,0.565032108105209,0.248304893316973,"HEALS primary water only"
"(Intercept)870",159.290537219614,0.55894113468364,0.251729927327872,"HEALS primary water only"
"(Intercept)871",160.751009942958,0.56368394579857,0.250772048897848,"HEALS primary water only"
"(Intercept)872",160.813157873781,0.557466190867105,0.251961806640421,"HEALS primary water only"
"(Intercept)873",160.025767275192,0.559097449815173,0.250260902081398,"HEALS primary water only"
"(Intercept)874",160.143454032068,0.553838011189815,0.245471318012036,"HEALS primary water only"
"(Intercept)875",162.031702330854,0.555296529923684,0.243162215146735,"HEALS primary water only"
"(Intercept)876",160.347714282228,0.55342494241438,0.246418925175323,"HEALS primary water only"
"(Intercept)877",160.601955632408,0.560522871571696,0.244846671096689,"HEALS primary water only"
"(Intercept)878",160.528308899753,0.558341812261321,0.248812970458895,"HEALS primary water only"
"(Intercept)879",162.679202246447,0.540581988660835,0.247260117509804,"HEALS primary water only"
"(Intercept)880",159.409121886971,0.56209522815914,0.247053307918524,"HEALS primary water only"
"(Intercept)881",158.145064592239,0.564089099103785,0.243497048467334,"HEALS primary water only"
"(Intercept)882",160.304669319909,0.561407674448544,0.246682294816616,"HEALS primary water only"
"(Intercept)883",162.222736471302,0.549743056991715,0.241320442364767,"HEALS primary water only"
"(Intercept)884",161.891066881759,0.548902767737929,0.248041446588734,"HEALS primary water only"
"(Intercept)885",160.536988654108,0.555712308742504,0.248378078880903,"HEALS primary water only"
"(Intercept)886",161.505386672139,0.554151484249936,0.249944022520064,"HEALS primary water only"
"(Intercept)887",161.013319812918,0.555960685782879,0.244133085523112,"HEALS primary water only"
"(Intercept)888",162.741991375062,0.545961263908757,0.240768142144833,"HEALS primary water only"
"(Intercept)889",162.276463497959,0.555783482219553,0.244653905914925,"HEALS primary water only"
"(Intercept)890",162.368305452604,0.55469677124622,0.243869454087854,"HEALS primary water only"
"(Intercept)891",162.695488155482,0.548351693904734,0.246458639685114,"HEALS primary water only"
"(Intercept)892",162.526460075963,0.555900133413505,0.241150362035711,"HEALS primary water only"
"(Intercept)893",163.363393437637,0.548943576846424,0.244731270267435,"HEALS primary water only"
"(Intercept)894",158.697742039046,0.568543701573208,0.251127168662474,"HEALS primary water only"
"(Intercept)895",160.453014916,0.558362039756618,0.245453932139917,"HEALS primary water only"
"(Intercept)896",160.174458626688,0.555532133727474,0.24444185847738,"HEALS primary water only"
"(Intercept)897",163.096303716163,0.553227352551976,0.240036431926479,"HEALS primary water only"
"(Intercept)898",159.415986065813,0.559879935242636,0.24583323956319,"HEALS primary water only"
"(Intercept)899",161.395535893771,0.561099366398925,0.245437415916826,"HEALS primary water only"
"(Intercept)900",163.095911313926,0.547541646400952,0.248017598443431,"HEALS primary water only"
"(Intercept)901",161.014150047847,0.556034919136099,0.245799394259606,"HEALS primary water only"
"(Intercept)902",162.995296011961,0.54965456819934,0.241142426942408,"HEALS primary water only"
"(Intercept)903",161.742848820335,0.556206802681442,0.238995290239203,"HEALS primary water only"
"(Intercept)904",162.544630946181,0.542990359077206,0.245818590442961,"HEALS primary water only"
"(Intercept)905",158.812093374087,0.564746621728414,0.243578070839542,"HEALS primary water only"
"(Intercept)906",159.78655238378,0.557122968152898,0.24912933461144,"HEALS primary water only"
"(Intercept)907",160.255128098587,0.555793563583453,0.253249026510917,"HEALS primary water only"
"(Intercept)908",162.544518416503,0.551221211994782,0.246933672687608,"HEALS primary water only"
"(Intercept)909",161.119717756076,0.558879418098868,0.242948512151896,"HEALS primary water only"
