,Intercept,Slope,vector_MCresSE,vector_rsquare,scen
434,8.053229469,1.017806278,25.93707464,0.107471452,UNM water only
435,4.614058949,1.527193593,26.04281997,0.189985932,UNM water only
436,9.759184568,0.806662515,24.7294546,0.078002339,UNM water only
437,8.05804434,1.010535175,26.1714553,0.10729374,UNM water only
438,8.884401006,0.885124283,24.38387153,0.094930286,UNM water only
439,6.473223517,1.257928181,27.18912235,0.145234703,UNM water only
440,8.715223075,0.897155322,24.84108914,0.0965187,UNM water only
441,10.50738899,0.744500068,24.09488356,0.065066266,UNM water only
442,9.897223558,0.775794318,23.83219009,0.079239462,UNM water only
443,8.720168867,0.872488426,22.26417537,0.090256678,UNM water only
444,7.671753565,1.081871949,25.4186633,0.119355099,UNM water only
445,8.368372801,0.970717249,26.58009839,0.094969577,UNM water only
446,7.132504824,1.18333879,27.83626464,0.132821211,UNM water only
447,6.871383225,1.221946331,26.69074406,0.124765442,UNM water only
448,8.755378662,0.904446879,23.4896209,0.088555929,UNM water only
449,8.39125134,0.960729838,23.55115595,0.109930169,UNM water only
450,6.167743485,1.336670959,31.46625238,0.12917479,UNM water only
451,8.868438725,0.970900251,26.27135947,0.102873293,UNM water only
452,4.454139102,1.554990993,29.15617457,0.172935555,UNM water only
453,11.12666023,0.569942246,20.94869889,0.056943828,UNM water only
454,9.615153617,0.815472136,21.79252821,0.081205166,UNM water only
455,5.728204933,1.336952451,28.95228637,0.160623877,UNM water only
456,9.786060222,0.743966755,24.22438662,0.072685441,UNM water only
457,9.312724542,0.843102726,22.21505911,0.083793527,UNM water only
458,11.25877791,0.54173616,21.69800561,0.04459291,UNM water only
459,6.655443595,1.220589693,26.79619228,0.143422358,UNM water only
460,10.15047083,0.73463732,21.94827268,0.081491938,UNM water only
461,8.997042977,0.929553758,26.82295827,0.092922697,UNM water only
462,8.096282834,0.993727061,25.20003863,0.105489647,UNM water only
463,8.318128333,0.977715254,25.0187402,0.115575211,UNM water only
464,8.565966844,0.992159978,26.02719375,0.096815528,UNM water only
465,8.123617587,1.003668435,26.1828847,0.110322513,UNM water only
466,11.398572,0.558747629,20.97286728,0.047793813,UNM water only
467,10.81014972,0.64915967,23.08403737,0.060214386,UNM water only
468,9.936850862,0.732441913,22.72081054,0.071307457,UNM water only
469,9.502977564,0.79492546,22.7122119,0.075689043,UNM water only
470,8.323188358,0.965835129,23.95544298,0.106706108,UNM water only
471,7.552921658,1.116489517,28.16907006,0.11531743,UNM water only
472,8.08007519,0.989382132,25.00363162,0.103324532,UNM water only
473,8.758614931,0.969172276,24.74672026,0.103202679,UNM water only
474,8.342485512,0.959394924,25.44134842,0.102316727,UNM water only
475,7.972466671,1.069795476,27.11587616,0.107051676,UNM water only
476,9.327120619,0.874741111,23.7244785,0.100215287,UNM water only
477,6.054055804,1.324056723,29.04507435,0.148851222,UNM water only
478,11.05601939,0.56260248,19.78688042,0.0582832,UNM water only
479,7.31367129,1.111550379,27.37394214,0.113420883,UNM water only
480,8.631401227,0.948517202,25.21068617,0.103250095,UNM water only
481,9.561296308,0.774161681,22.96152721,0.081714941,UNM water only
482,8.390914671,0.938887156,24.82400887,0.109954924,UNM water only
483,8.235582829,1.047401862,27.43827671,0.115974637,UNM water only
484,8.760913228,1.004052658,25.91774426,0.101259812,UNM water only
485,10.85262754,0.563149134,19.32146124,0.065016697,UNM water only
486,9.216389749,0.911053319,24.47823708,0.092823611,UNM water only
487,8.992982581,0.903835881,23.88170481,0.096248069,UNM water only
488,5.799454906,1.360450117,27.37404853,0.1520964,UNM water only
489,11.44723253,0.477034002,18.41781182,0.048930175,UNM water only
490,8.35761654,0.958222898,25.1110204,0.113924221,UNM water only
491,6.601325142,1.277436005,28.26125222,0.138910497,UNM water only
492,6.894869835,1.156069131,24.55767901,0.153127387,UNM water only
493,6.559712454,1.290434783,30.52719447,0.126305976,UNM water only
494,6.925127326,1.205814546,26.74128865,0.13317071,UNM water only
495,7.174674955,1.235278292,30.11865029,0.126699258,UNM water only
496,9.713990217,0.738304225,21.35091428,0.068826418,UNM water only
497,10.05182413,0.74826112,23.00499614,0.074969464,UNM water only
498,10.79424134,0.55002789,18.71859166,0.060452536,UNM water only
499,6.45185774,1.230346801,27.17115538,0.130327822,UNM water only
500,8.754063577,0.94238026,26.44056306,0.094935884,UNM water only
501,9.416017684,0.779116325,20.71436324,0.091616934,UNM water only
502,6.042683384,1.28481692,28.38901819,0.145406853,UNM water only
503,6.614045741,1.213886168,26.08669373,0.135242763,UNM water only
504,6.268338545,1.285957131,28.31393975,0.126737874,UNM water only
505,8.207584832,0.962742657,26.21795921,0.102191587,UNM water only
506,6.74887526,1.282847148,29.33135251,0.142335535,UNM water only
507,9.513125006,0.771654701,24.49476674,0.080231835,UNM water only
508,8.353911382,0.971557125,24.92930297,0.106482373,UNM water only
509,9.822716245,0.744014424,23.49566932,0.065348286,UNM water only
510,8.347431026,0.986259398,25.41810244,0.095250671,UNM water only
511,7.285362447,1.118058641,27.84343194,0.116208448,UNM water only
512,9.15285785,0.883401784,25.26937942,0.090573683,UNM water only
513,9.373386811,0.891137978,24.01231074,0.090988898,UNM water only
514,9.252081232,0.807243077,22.93138674,0.087603886,UNM water only
515,8.240818621,1.082057065,27.07733324,0.108263082,UNM water only
516,5.107314758,1.492172327,30.50765694,0.157643905,UNM water only
517,7.391473949,1.180781035,26.85575023,0.125145676,UNM water only
518,9.794965166,0.810418862,25.51023179,0.08836632,UNM water only
519,10.43564059,0.713329724,23.36795025,0.072866637,UNM water only
520,7.97165332,1.008197057,25.60852546,0.109417961,UNM water only
521,8.77525954,0.908001126,24.63419676,0.096063843,UNM water only
522,9.948923283,0.78565703,24.03536265,0.070789597,UNM water only
523,8.423730207,0.950641983,26.19646164,0.092623037,UNM water only
524,7.240942757,1.151520851,28.45347578,0.124481607,UNM water only
525,9.457997071,0.798574709,24.9517143,0.075153945,UNM water only
526,9.515068987,0.785870287,22.49632699,0.091521624,UNM water only
527,9.051757051,0.868484515,23.24077421,0.089961763,UNM water only
528,7.408599456,1.119776602,27.271867,0.123692129,UNM water only
529,9.759311967,0.798532059,25.18072955,0.079903227,UNM water only
530,5.975691459,1.31968416,30.63203871,0.149364178,UNM water only
531,6.345910923,1.325269333,29.73674627,0.150478628,UNM water only
532,9.051157531,0.865535896,23.88929958,0.094467282,UNM water only
533,7.956609748,1.047866205,26.41558199,0.110289337,UNM water only
534,8.479831644,0.855988006,21.45328188,0.10531811,UNM water only
535,8.388304511,0.974852165,24.69976905,0.114530398,UNM water only
536,9.816857823,0.799456949,24.06627359,0.083202012,UNM water only
537,7.703452308,1.074473372,28.34176913,0.115779561,UNM water only
538,8.099912442,1.073242375,25.81054724,0.127272507,UNM water only
539,7.845078679,1.093860607,26.4017894,0.121546567,UNM water only
540,10.09728419,0.733581768,23.45336855,0.07714255,UNM water only
541,9.184070796,0.874974221,23.10396016,0.093984222,UNM water only
542,11.63310474,0.48322648,19.56171259,0.04227349,UNM water only
543,6.149757305,1.26013843,28.74135298,0.142345937,UNM water only
544,9.173681397,0.839340997,22.85058629,0.094660445,UNM water only
545,8.779622124,0.985013503,27.0699892,0.093969215,UNM water only
546,1.42993222,2.004054975,35.91991951,0.204278822,UNM water only
547,8.30878579,1.008728279,27.17008552,0.110753268,UNM water only
548,9.812246069,0.811275836,24.65782927,0.078334934,UNM water only
549,10.02128414,0.736741194,24.52097893,0.073530365,UNM water only
550,6.248851834,1.347756884,29.24169884,0.146365638,UNM water only
551,7.856457059,1.034194366,25.40300495,0.111390532,UNM water only
552,8.354606042,0.983894203,25.15102739,0.101298462,UNM water only
553,7.086296293,1.203038996,27.40692866,0.12479527,UNM water only
554,6.372181275,1.273654691,28.48306253,0.14595302,UNM water only
555,7.390405711,1.147282053,27.34293074,0.112228053,UNM water only
556,7.268930519,1.125624253,25.93326582,0.130398381,UNM water only
557,8.437163378,0.985168565,25.55360035,0.108950525,UNM water only
558,9.478037864,0.830461262,26.28215483,0.077305517,UNM water only
559,7.345879004,1.114038049,27.5467957,0.112844377,UNM water only
560,9.618151784,0.885476871,24.9965229,0.08677081,UNM water only
561,7.736982208,1.128504067,28.44057144,0.117546756,UNM water only
562,8.371716208,0.989351122,25.35479997,0.114564367,UNM water only
563,9.496505664,0.84302041,25.12197586,0.088444635,UNM water only
564,5.828572669,1.372788295,28.59012557,0.155627256,UNM water only
565,11.39354298,0.49935468,19.94974135,0.050074937,UNM water only
566,10.39366848,0.68759972,21.41502202,0.074459521,UNM water only
567,4.631240229,1.545443387,30.89448851,0.17639146,UNM water only
568,9.127281929,0.965864962,24.44702856,0.093956403,UNM water only
569,7.754688087,1.057550021,27.80085157,0.112006503,UNM water only
570,8.561673028,0.97861082,26.15822043,0.102196681,UNM water only
571,7.40557124,1.123967774,26.77748932,0.108368836,UNM water only
572,8.986776926,0.944815708,24.89573286,0.092883942,UNM water only
573,9.541285806,0.777080229,22.27797922,0.080579548,UNM water only
574,10.1592752,0.677092501,20.33274002,0.059165012,UNM water only
575,9.687080607,0.791086166,23.64232242,0.075062822,UNM water only
576,6.26198183,1.312358984,28.2980299,0.139241714,UNM water only
577,7.071243807,1.187742656,26.52197643,0.125204374,UNM water only
578,5.78596503,1.347751713,27.63663329,0.145581803,UNM water only
579,10.28111361,0.718140148,22.9691701,0.066936682,UNM water only
580,8.508462121,1.025829372,27.3111384,0.105763331,UNM water only
581,7.45782843,1.177491072,29.13906687,0.124748821,UNM water only
582,8.834275295,0.902012105,24.707594,0.094395501,UNM water only
583,10.32848373,0.744444825,23.35816198,0.0792896,UNM water only
584,7.501821832,1.124350484,26.68343593,0.123588058,UNM water only
585,8.166941903,0.980732205,25.20235093,0.102412641,UNM water only
586,6.508282587,1.304731551,28.73298487,0.138922215,UNM water only
587,10.64077734,0.596141239,19.08645985,0.062300302,UNM water only
588,10.32406495,0.658167868,21.10400659,0.064440093,UNM water only
589,9.843576249,0.769459037,23.12393527,0.07772511,UNM water only
590,4.328536767,1.601259629,31.73142682,0.180397256,UNM water only
591,8.177946347,0.968250852,24.26227516,0.119110969,UNM water only
592,4.912436178,1.481257977,31.70759369,0.147856618,UNM water only
593,9.55653678,0.808377568,23.9379003,0.087265379,UNM water only
594,4.798093826,1.495392794,30.58639746,0.163085694,UNM water only
595,10.30617115,0.759398865,23.23805015,0.078191571,UNM water only
596,9.757208546,0.805333322,23.74252281,0.088254278,UNM water only
597,9.119080202,0.922960983,26.43005933,0.085297817,UNM water only
598,7.77521493,1.05635332,27.1525872,0.114151742,UNM water only
599,7.686720989,1.09093313,25.25167191,0.111288117,UNM water only
600,6.406198404,1.267739501,28.12903752,0.138839645,UNM water only
601,8.829652245,0.917416317,27.24733471,0.084638368,UNM water only
602,10.55887433,0.675252041,23.26063412,0.07202717,UNM water only
603,7.993893684,1.017406233,24.03147781,0.115225244,UNM water only
604,9.709267615,0.799400083,22.80091916,0.083103885,UNM water only
605,8.545004588,1.014727632,26.9893328,0.095239678,UNM water only
606,8.401677454,1.014930188,26.6357757,0.105057965,UNM water only
607,6.338370549,1.251094932,28.36925184,0.130172769,UNM water only
608,7.252565961,1.119515117,25.88502335,0.133920915,UNM water only
609,8.624371663,1.011672293,27.40993982,0.092946278,UNM water only
610,7.475712074,1.139922964,26.05228914,0.11487342,UNM water only
611,7.79689122,1.04747188,26.30860909,0.114108274,UNM water only
612,8.899471624,0.950263295,26.62124144,0.097981783,UNM water only
613,8.678975812,0.92091163,24.36119419,0.094141653,UNM water only
614,8.969677058,0.858028825,24.58557806,0.087614815,UNM water only
615,8.928715134,0.860487731,24.45097082,0.091171945,UNM water only
616,8.132567554,1.065360204,27.47359193,0.104048344,UNM water only
617,7.10038716,1.132034571,25.40921689,0.126594195,UNM water only
618,8.409094797,1.006214806,25.29870302,0.108462142,UNM water only
619,7.78974238,1.105223858,27.15077537,0.126381678,UNM water only
620,11.4042839,0.502836034,19.6673164,0.052406824,UNM water only
621,6.242898276,1.30134523,28.13910422,0.147369579,UNM water only
622,9.109067477,0.852060073,24.57613679,0.086092126,UNM water only
623,8.805318048,0.923317064,24.97107484,0.095061671,UNM water only
624,9.598280782,0.821083385,23.96217707,0.085532145,UNM water only
625,8.069733075,1.066068517,26.75997966,0.110378657,UNM water only
626,6.816768793,1.193712601,27.09753445,0.136775779,UNM water only
627,6.608140407,1.208300785,26.96044981,0.121808086,UNM water only
628,8.536728319,1.050169415,25.44309853,0.102005415,UNM water only
629,8.794180268,0.953992091,26.49231903,0.090696014,UNM water only
630,10.01253837,0.756380762,24.01404704,0.081843375,UNM water only
631,7.138674327,1.170040643,28.60144773,0.126039349,UNM water only
632,7.6806734,1.061741899,26.74497764,0.103081648,UNM water only
633,8.024687287,1.071191285,26.07539872,0.110517659,UNM water only
634,9.107207446,0.904673619,24.48897224,0.109162275,UNM water only
635,9.464024169,0.836911479,24.29237752,0.087633699,UNM water only
636,6.695350316,1.278111012,29.44521699,0.138524175,UNM water only
637,8.078671936,1.081987741,25.89442288,0.110265111,UNM water only
638,8.289496477,0.998838905,24.0637772,0.116170287,UNM water only
639,9.327911135,0.818847339,23.95556373,0.090306704,UNM water only
640,9.382776366,0.859594073,24.50165766,0.089046238,UNM water only
641,3.928744016,1.711981398,32.29543797,0.174489964,UNM water only
642,8.760753823,0.993204539,24.66852002,0.107879633,UNM water only
643,8.170215112,1.021384966,24.02734353,0.118779106,UNM water only
644,10.56594224,0.671543265,22.30175367,0.063689696,UNM water only
645,6.375460253,1.322219321,28.50602249,0.148417136,UNM water only
646,6.167909579,1.334038901,30.83558178,0.150018028,UNM water only
647,9.862630239,0.78893596,24.22847506,0.089620822,UNM water only
648,9.692770045,0.750824262,22.35273991,0.089509273,UNM water only
649,10.80017913,0.672889125,21.44232983,0.058092953,UNM water only
650,8.483910771,0.97237848,25.68580263,0.106052118,UNM water only
651,10.27622729,0.725575207,24.84499925,0.070017858,UNM water only
652,10.1103644,0.630514533,21.13207655,0.067778853,UNM water only
653,10.66432543,0.623102195,21.94047305,0.063516099,UNM water only
654,7.399083783,1.180327993,27.95685056,0.129036011,UNM water only
655,8.005856644,1.075671264,25.03006936,0.106596102,UNM water only
656,8.071763157,1.006500436,25.03763518,0.118408615,UNM water only
657,7.594913015,1.119895501,28.92981584,0.126871685,UNM water only
658,10.21220339,0.749314398,23.52720457,0.072245235,UNM water only
659,6.964423355,1.194269139,27.6409336,0.135748798,UNM water only
660,9.487934912,0.798841138,23.88403663,0.097722425,UNM water only
661,8.649211438,0.941563547,23.12850406,0.097200659,UNM water only
662,8.9508363,0.864855121,23.49291081,0.09314531,UNM water only
663,6.431345721,1.246093173,28.4159141,0.136602397,UNM water only
664,9.916778583,0.731504564,22.26294514,0.072312105,UNM water only
665,9.253634717,0.771477094,21.93847018,0.085023006,UNM water only
666,6.58461004,1.207512044,25.64189235,0.137996477,UNM water only
667,7.51195353,1.156353583,27.75992129,0.11037547,UNM water only
668,9.128525709,0.880511267,26.58855554,0.082069209,UNM water only
669,5.232445952,1.438706018,30.48161946,0.158063204,UNM water only
670,7.412111629,1.127240611,28.62153489,0.122194338,UNM water only
671,10.61248296,0.661547791,21.82399993,0.059616349,UNM water only
672,7.226861024,1.185755683,29.55703327,0.112285775,UNM water only
673,7.045081474,1.226265796,28.11064599,0.128488455,UNM water only
674,8.834789675,0.916121398,23.4754905,0.094682127,UNM water only
675,10.42521394,0.632249882,20.12857813,0.068809736,UNM water only
676,5.314536303,1.443882681,31.26648334,0.165489381,UNM water only
677,11.25280817,0.524591544,19.76860438,0.046970355,UNM water only
678,6.7431035,1.275383968,28.44933428,0.117886826,UNM water only
679,8.019709215,1.027467104,26.75654111,0.114250259,UNM water only
680,9.03132571,0.937440432,26.35765869,0.096392257,UNM water only
681,10.61740628,0.667491813,21.62352279,0.069921153,UNM water only
682,9.957746972,0.780747776,23.97586209,0.069456613,UNM water only
683,8.740207718,0.941912565,27.15614225,0.096713061,UNM water only
684,6.856680139,1.215406048,28.35252953,0.133309225,UNM water only
685,10.22948529,0.718754389,23.11758511,0.067791668,UNM water only
686,9.651004596,0.77533721,23.8648491,0.083291734,UNM water only
687,7.967929147,1.043450936,26.3355902,0.115605742,UNM water only
688,7.545537372,1.130978421,28.06112775,0.111061805,UNM water only
689,7.74909259,1.147512018,26.62849219,0.130876613,UNM water only
690,7.301711898,1.156183861,27.05611077,0.1191915,UNM water only
691,8.828689367,0.826102835,24.1190905,0.081478012,UNM water only
692,8.505649485,1.02877032,27.07075425,0.107821231,UNM water only
693,5.159141501,1.490178251,30.88577773,0.160294894,UNM water only
694,9.144623288,0.862602829,23.72711317,0.093291608,UNM water only
695,8.794500326,0.955534181,27.13256434,0.099163625,UNM water only
696,9.495217309,0.856037375,25.24350486,0.091243384,UNM water only
697,9.490111529,0.825866658,23.49059224,0.084637755,UNM water only
698,9.96832748,0.758915471,23.21776301,0.069940432,UNM water only
699,8.390304308,0.95770597,27.23390045,0.097431855,UNM water only
700,10.58134842,0.640558439,20.57354584,0.066718078,UNM water only
701,7.362639507,1.127700687,26.9773175,0.113637878,UNM water only
702,7.381140081,1.13215293,25.23055986,0.134490653,UNM water only
703,7.736191477,1.010349571,24.95459592,0.113231976,UNM water only
704,8.982858148,0.934799949,26.57915437,0.08191631,UNM water only
705,10.05621478,0.737380622,21.83770242,0.081134466,UNM water only
706,8.671834311,0.996070795,27.58670614,0.09322481,UNM water only
707,10.70318246,0.643455623,22.64377781,0.063297667,UNM water only
708,8.341282659,1.028769153,25.07970241,0.115944313,UNM water only
709,9.56722164,0.835277914,25.31116089,0.087414395,UNM water only
710,6.927689843,1.208615002,29.20809681,0.140670776,UNM water only
711,10.95868395,0.601425493,20.62342044,0.05751071,UNM water only
712,7.175894823,1.160268752,27.79762677,0.119585435,UNM water only
713,7.162576018,1.213777528,27.96396449,0.130953911,UNM water only
714,9.850567957,0.756999177,23.28324729,0.082510716,UNM water only
715,7.711616131,1.108015154,28.00632433,0.115780407,UNM water only
716,3.691939353,1.680792227,33.19445552,0.176189385,UNM water only
717,10.80991762,0.608182692,21.58095678,0.055513699,UNM water only
718,7.542349772,1.177799169,27.3306468,0.118997605,UNM water only
719,9.132695052,0.866442511,25.21062402,0.093775421,UNM water only
720,9.270188814,0.870607089,25.71373529,0.085300989,UNM water only
721,7.094000039,1.2090173,26.06204334,0.125940347,UNM water only
722,7.477982541,1.117215227,29.99526485,0.112880991,UNM water only
723,6.645761355,1.25799311,29.27356058,0.13417104,UNM water only
724,4.139507682,1.620724888,28.38619347,0.195564395,UNM water only
725,8.310858472,1.018942479,26.75054111,0.107627956,UNM water only
726,6.35291709,1.229422791,27.40795965,0.143472747,UNM water only
727,9.580673665,0.829294566,25.23719866,0.086447522,UNM water only
728,8.217718114,1.025576174,25.72360704,0.101483225,UNM water only
729,5.269298334,1.476284329,29.95744064,0.15578698,UNM water only
730,6.876551419,1.17408092,27.74041389,0.112886481,UNM water only
731,7.647560161,1.052152034,25.38045127,0.104316828,UNM water only
732,9.490343954,0.771862914,23.17678373,0.086603253,UNM water only
733,10.08605318,0.716202649,22.91728628,0.085196245,UNM water only
734,9.860051188,0.778833015,25.01762947,0.075461244,UNM water only
735,7.119399195,1.11589772,25.56536481,0.12783379,UNM water only
736,9.075324712,0.880615041,24.64509719,0.0851764,UNM water only
737,9.25371332,0.9032421,26.84212766,0.084944023,UNM water only
738,10.7658569,0.550416329,20.83348209,0.051127294,UNM water only
739,6.65088464,1.208117537,27.52172647,0.152910297,UNM water only
740,7.497832693,1.122413985,27.89166656,0.120003583,UNM water only
741,9.326086329,0.860797988,22.53907334,0.090605447,UNM water only
742,8.162058201,1.044904985,26.28318125,0.117788494,UNM water only
743,10.39440317,0.690341181,21.70806201,0.069135788,UNM water only
744,7.677845465,1.108337388,25.61578377,0.122512038,UNM water only
745,7.673310605,1.12912776,29.20213472,0.104947234,UNM water only
746,5.895660627,1.391064405,29.72338315,0.156156037,UNM water only
747,7.957243692,1.004439669,26.6200819,0.109999138,UNM water only
748,7.585078227,1.130297077,27.82893174,0.121059502,UNM water only
749,10.58353699,0.640839373,21.09655624,0.073360253,UNM water only
750,6.866268836,1.208111338,27.08543434,0.132510588,UNM water only
751,5.854962131,1.357260164,32.4219789,0.137354167,UNM water only
752,7.12113032,1.131935517,26.31983135,0.141912346,UNM water only
753,9.449550585,0.860431324,23.67726214,0.096571768,UNM water only
754,8.741864805,0.922641967,25.45991064,0.103510569,UNM water only
755,7.077223477,1.202830982,28.91777401,0.119011918,UNM water only
756,7.405035981,1.080581279,27.37628539,0.115884616,UNM water only
757,10.56722755,0.664931595,22.38152409,0.066466478,UNM water only
758,9.150558401,0.8820437,27.31442516,0.088184117,UNM water only
759,8.150465504,1.001535283,24.45635684,0.11434556,UNM water only
760,9.245735255,0.936318423,27.38703892,0.092048103,UNM water only
761,6.69626225,1.238776848,28.97661799,0.132319124,UNM water only
762,9.335141269,0.874921335,23.15204905,0.09964664,UNM water only
763,8.446756863,1.014134629,26.18713272,0.104549504,UNM water only
764,9.224211799,0.856491054,25.44414419,0.093280329,UNM water only
765,5.772929177,1.30681747,29.16531737,0.148369397,UNM water only
766,7.636744442,1.075449344,25.28646338,0.128527286,UNM water only
767,6.935572202,1.20818396,28.95130283,0.139543005,UNM water only
768,9.771082655,0.759756179,22.69737263,0.081769244,UNM water only
769,7.305896686,1.212068415,30.10668364,0.124562346,UNM water only
770,9.341491876,0.849028804,25.08017135,0.092345495,UNM water only
771,11.11385082,0.600230374,20.40296724,0.062229868,UNM water only
772,9.052742425,0.942970006,25.35040254,0.094181982,UNM water only
773,9.147521282,0.926662018,25.2599281,0.100589776,UNM water only
774,9.119441504,0.904553099,23.66015268,0.09690707,UNM water only
775,6.001960901,1.329313588,29.57399584,0.143912546,UNM water only
776,11.32652861,0.52866827,20.15684878,0.051307778,UNM water only
777,6.412884605,1.241754004,29.1644956,0.136513878,UNM water only
778,8.504776775,1.030822252,24.28503659,0.101632993,UNM water only
779,9.544162092,0.792464929,22.48433807,0.083991138,UNM water only
780,10.2609964,0.688497989,22.35126999,0.063816099,UNM water only
781,9.657589736,0.849213741,25.30854183,0.081648447,UNM water only
782,10.27628865,0.696705607,22.84358609,0.07388495,UNM water only
783,10.15819798,0.723827972,23.96088062,0.072960214,UNM water only
784,8.749390583,0.946935277,25.17812955,0.096443112,UNM water only
785,8.565552401,0.944642885,23.99545531,0.108850816,UNM water only
786,6.829750833,1.215148521,26.992724,0.13088892,UNM water only
787,7.860007216,1.044710651,27.08572067,0.111191904,UNM water only
788,8.518046045,0.93467273,23.88858468,0.093886877,UNM water only
789,10.71127016,0.668995545,21.53065602,0.067403249,UNM water only
790,9.995403672,0.792763592,23.3444811,0.070467947,UNM water only
791,9.530231814,0.863484445,24.02636791,0.09135216,UNM water only
792,9.331637927,0.842499299,23.03219424,0.090891299,UNM water only
793,8.260333689,0.997209735,25.10062152,0.114493331,UNM water only
794,7.014491049,1.185878102,28.7926282,0.11859629,UNM water only
795,8.416689108,0.94090098,23.35966149,0.104839281,UNM water only
796,9.697105521,0.817393718,23.85465953,0.087074835,UNM water only
797,8.871879278,0.888785941,24.50674029,0.090746661,UNM water only
798,8.327759986,0.993137826,24.75338227,0.109287413,UNM water only
799,7.683585488,1.063655978,25.75331301,0.123997934,UNM water only
800,8.842948489,0.8742642,23.91782402,0.085719009,UNM water only
801,7.820501378,1.06756282,23.61878203,0.132461454,UNM water only
802,6.656586538,1.274956291,29.29017304,0.136487899,UNM water only
803,9.733807806,0.795167205,22.71961507,0.076656272,UNM water only
804,8.650716646,0.962858876,25.06721217,0.094238434,UNM water only
805,9.987515455,0.779809949,23.67234703,0.086247316,UNM water only
806,9.659731382,0.783551006,23.15684526,0.084124048,UNM water only
807,9.21455902,0.792633175,22.57078912,0.093385314,UNM water only
808,8.350650865,1.037454221,26.07004931,0.115666302,UNM water only
809,8.67992634,0.928693543,24.17609496,0.092187597,UNM water only
810,8.826076443,0.884250236,24.25244486,0.087853349,UNM water only
811,6.811007896,1.204590466,26.64054361,0.141135601,UNM water only
812,8.916651385,0.8891538,23.78762263,0.096528954,UNM water only
813,8.014212306,1.046660452,27.23380797,0.118684322,UNM water only
814,10.12459685,0.706156635,20.98147841,0.073382515,UNM water only
815,8.142264507,1.046833529,27.77967721,0.105049412,UNM water only
816,6.129073555,1.317126807,28.40855203,0.124360677,UNM water only
817,10.29160867,0.693926683,22.10598539,0.077235518,UNM water only
818,8.651639634,0.929152902,25.22174099,0.107569639,UNM water only
819,5.573906696,1.405162682,29.16069522,0.149239368,UNM water only
820,8.425155355,1.008745698,25.42776269,0.109397659,UNM water only
821,8.31089299,1.036816287,27.62935832,0.109763023,UNM water only
822,8.386544128,1.001358607,25.28716835,0.105668877,UNM water only
823,8.387093614,0.964941038,24.88624263,0.105000029,UNM water only
824,10.84011297,0.56104187,22.01100372,0.052058418,UNM water only
825,7.43520189,1.133586552,28.54871532,0.122014205,UNM water only
826,11.10712043,0.528779103,18.6520679,0.05532047,UNM water only
827,9.135160648,0.833883055,22.05490263,0.090614549,UNM water only
828,10.29924546,0.71391757,22.38578291,0.068872957,UNM water only
829,8.843826383,0.907075088,25.96690683,0.090495977,UNM water only
830,6.803033321,1.284359432,30.71889292,0.12905862,UNM water only
831,10.19941681,0.676118662,22.59247091,0.072398227,UNM water only
832,7.36235501,1.172054768,27.84727235,0.134307434,UNM water only
833,6.770751214,1.232288254,27.88586878,0.147783208,UNM water only
834,7.595192739,1.073931462,25.88623879,0.124690502,UNM water only
835,9.247027545,0.875274015,25.04816909,0.096835709,UNM water only
836,9.669192481,0.782606399,23.95290632,0.069764651,UNM water only
837,9.38903433,0.860038715,25.17474633,0.094261238,UNM water only
838,8.365916953,0.997452083,25.67266625,0.110261239,UNM water only
839,9.259392553,0.846175129,24.65500793,0.090924983,UNM water only
840,8.016193575,1.004420047,25.6398368,0.110404465,UNM water only
841,8.589575358,0.958549927,25.16229688,0.103625533,UNM water only
842,7.341450871,1.069790571,27.0854116,0.119086977,UNM water only
843,9.826421063,0.75256641,22.41823002,0.079824072,UNM water only
844,7.636202735,1.076096322,26.21701749,0.116204521,UNM water only
845,9.43379491,0.825526059,23.99620863,0.085025953,UNM water only
846,9.714191617,0.77749061,23.67755341,0.080193303,UNM water only
847,8.39258062,0.994896482,25.63401984,0.097630687,UNM water only
848,8.728944639,0.901935275,24.38353337,0.089241,UNM water only
849,9.367310471,0.881325527,27.3470476,0.082230338,UNM water only
850,9.65271319,0.849934789,23.88199416,0.086729531,UNM water only
851,7.51139231,1.142211092,28.32167257,0.11300954,UNM water only
852,8.859170359,0.937351831,26.85734237,0.100516816,UNM water only
853,8.112686902,1.03129792,27.64349409,0.107574941,UNM water only
854,7.378074511,1.130950393,26.91557313,0.11860327,UNM water only
855,6.235572017,1.357197474,29.88417689,0.133989603,UNM water only
856,7.561710649,1.12873627,26.8893567,0.124836145,UNM water only
857,11.15427197,0.582187789,21.2425609,0.050439265,UNM water only
858,9.500523877,0.843836126,23.54427643,0.084630019,UNM water only
859,7.464612272,1.10569762,26.87217,0.110976793,UNM water only
860,9.336347722,0.845724835,22.42373828,0.102401731,UNM water only
861,7.139359661,1.187901662,29.70187608,0.120890637,UNM water only
862,6.491275458,1.263172934,26.34138203,0.139340569,UNM water only
863,7.033846811,1.259305103,29.17128668,0.119908314,UNM water only
864,10.55788463,0.649657701,21.20015162,0.066236627,UNM water only
865,6.611427845,1.208858751,28.46298144,0.129797884,UNM water only
866,9.712627491,0.775504285,24.25674625,0.062271819,UNM water only
867,10.72963055,0.689783763,22.51646349,0.062031165,UNM water only
868,5.92813134,1.31410694,27.75349746,0.144893965,UNM water only
869,7.295197304,1.190645923,27.09255387,0.124949646,UNM water only
