,Intercept,Slope,vector_MCresSE,vector_rsquare,scen
870,7.439939811,1.135206042,27.06994785,0.123957036,UNM water only
871,8.223102939,1.04154703,27.35150178,0.106201478,UNM water only
872,6.939927171,1.264641698,28.99612561,0.123282607,UNM water only
873,9.813699618,0.81402584,25.2598227,0.089246232,UNM water only
874,10.5204035,0.650239749,21.56609754,0.063659136,UNM water only
875,9.016037679,0.934735521,26.07937207,0.096114897,UNM water only
876,10.30199849,0.640701806,21.14646757,0.069213275,UNM water only
877,6.347177787,1.290537547,27.2248327,0.131904183,UNM water only
878,8.494697781,0.979442767,27.30062807,0.105416559,UNM water only
879,5.954735717,1.352504488,29.11820092,0.148725627,UNM water only
880,9.308835533,0.845359493,24.08975558,0.08022891,UNM water only
881,8.21945303,0.98418949,26.39807203,0.09983119,UNM water only
882,10.60127981,0.686577098,22.47720439,0.07263169,UNM water only
883,9.159206392,0.844388775,23.67692568,0.0853775,UNM water only
884,8.460625183,0.965171186,25.28445438,0.106928123,UNM water only
885,8.180499645,1.042198236,26.79935455,0.110393679,UNM water only
886,11.15186048,0.576124594,19.33002812,0.048253097,UNM water only
887,8.467894719,0.967582475,24.23626871,0.103940756,UNM water only
888,8.794099657,0.967584414,25.04243227,0.099639732,UNM water only
889,9.945550255,0.787444165,24.04683059,0.078208362,UNM water only
890,8.965835102,0.891980874,24.33192055,0.094553154,UNM water only
891,9.370800398,0.848564818,23.85516734,0.092631156,UNM water only
892,9.987274183,0.831230214,25.73855923,0.07761697,UNM water only
893,6.114039609,1.31431292,27.25763463,0.15502161,UNM water only
894,10.0325288,0.810301916,25.23587261,0.082978087,UNM water only
895,9.781812311,0.821098422,24.69733247,0.07639574,UNM water only
896,8.498709046,0.964616392,25.37902418,0.109730506,UNM water only
897,8.21194886,1.009044456,25.4486077,0.119246859,UNM water only
898,8.349027733,1.040795524,26.53259799,0.110880886,UNM water only
899,6.422705168,1.272654848,28.48558193,0.149915627,UNM water only
900,7.967918003,0.991477302,24.42997783,0.115521778,UNM water only
901,8.037645037,1.047889662,26.73630368,0.09988036,UNM water only
902,9.025967531,0.872729627,25.9834751,0.082044354,UNM water only
903,7.347755404,1.17733325,27.03056773,0.112401885,UNM water only
904,9.797656127,0.796473244,24.90851509,0.084542159,UNM water only
905,9.944815158,0.735422026,22.08588688,0.06574605,UNM water only
906,8.557513243,0.981183187,25.49032697,0.094537677,UNM water only
907,10.62043314,0.680279799,21.39771213,0.066632843,UNM water only
908,5.89980692,1.371016137,29.32385893,0.157698112,UNM water only
909,9.819918609,0.808019661,23.18513919,0.070878418,UNM water only
910,4.873861443,1.510935392,32.47614483,0.156377054,UNM water only
911,5.961629266,1.369875187,29.45746216,0.15404984,UNM water only
912,8.808974471,0.947099033,24.29948945,0.106403503,UNM water only
913,8.31906328,1.072597625,27.86592201,0.10062235,UNM water only
914,8.621155802,0.944888023,25.4870975,0.098355232,UNM water only
915,6.789117215,1.227464931,28.95502002,0.126312546,UNM water only
916,8.878175511,0.963359678,25.14016955,0.091037427,UNM water only
917,10.87220327,0.594882348,20.36814677,0.068964087,UNM water only
918,6.52776619,1.308510019,29.38482647,0.13726721,UNM water only
919,10.06260173,0.714939552,21.54492996,0.079191537,UNM water only
920,6.881427041,1.218465573,29.66304196,0.126681091,UNM water only
921,10.79648814,0.639484876,20.69428775,0.065262472,UNM water only
922,9.253872601,0.90357794,24.31675393,0.090059136,UNM water only
923,9.659894002,0.851400385,23.36801074,0.09782995,UNM water only
924,6.030814888,1.34661358,29.0207372,0.157014478,UNM water only
925,8.739872938,0.955918716,24.25196542,0.091621405,UNM water only
926,8.927637507,0.951302452,25.21559939,0.099956235,UNM water only
927,8.833663513,0.943362791,25.5196257,0.096635358,UNM water only
928,6.959564234,1.227157212,28.60552607,0.13049815,UNM water only
929,10.70901557,0.621462227,20.69154038,0.065649649,UNM water only
930,6.832632591,1.246208773,27.99620702,0.13773533,UNM water only
931,9.534870068,0.807573812,24.08590652,0.086191295,UNM water only
932,8.541817828,0.920430288,24.31376074,0.105748025,UNM water only
933,9.148094191,0.896121451,27.030959,0.089459184,UNM water only
934,11.27958128,0.601557939,23.1284407,0.056645335,UNM water only
935,8.987609328,0.917431143,25.13976225,0.091786927,UNM water only
936,9.094223393,0.897933893,24.21040241,0.100961386,UNM water only
937,11.19184354,0.533908721,19.85477826,0.05049611,UNM water only
938,8.376812755,0.957917894,24.97838012,0.095079786,UNM water only
939,8.948917069,0.864836798,25.05116175,0.092543875,UNM water only
940,7.172809806,1.176258901,29.06735195,0.112562419,UNM water only
941,8.826003448,0.934575856,24.7078802,0.095826206,UNM water only
942,7.169378947,1.223367718,28.64234125,0.123964491,UNM water only
943,7.006019117,1.194451469,27.41033522,0.119426252,UNM water only
944,7.577053625,1.101862316,27.64747396,0.120666823,UNM water only
945,9.304296901,0.863032876,24.55155369,0.083393559,UNM water only
946,7.954636455,1.048258167,25.51296059,0.116822564,UNM water only
947,10.54072925,0.696887577,24.00926893,0.070083119,UNM water only
948,10.07039475,0.690454146,22.7744692,0.072583577,UNM water only
949,7.199836282,1.158050535,26.97349815,0.133993926,UNM water only
950,9.330514281,0.868424207,25.69569622,0.089511185,UNM water only
951,9.631102487,0.866220201,24.47073269,0.085082199,UNM water only
952,4.283775701,1.577514738,30.86170716,0.175480034,UNM water only
953,6.984802717,1.123197387,24.84959728,0.120200004,UNM water only
954,8.464936864,1.010078492,25.37240955,0.111959666,UNM water only
955,8.252848385,1.020647106,26.60380673,0.111486,UNM water only
956,5.860999444,1.339549757,29.66794566,0.144617717,UNM water only
957,9.148913667,0.911469896,25.29952899,0.094044663,UNM water only
958,9.944031878,0.768064,23.71811128,0.077276346,UNM water only
959,8.093050206,1.027634685,25.74200599,0.105690078,UNM water only
960,11.23939014,0.525642194,20.14453948,0.045617264,UNM water only
961,11.12610076,0.591766602,21.25142927,0.054047189,UNM water only
962,9.237986306,0.878832299,26.31268688,0.089012062,UNM water only
963,6.269499489,1.246686888,28.88080838,0.135356999,UNM water only
964,8.219946196,0.991543633,26.68639492,0.097707308,UNM water only
965,11.24457542,0.550732195,19.82015257,0.057214415,UNM water only
966,9.582069138,0.866258672,25.14614384,0.081343901,UNM water only
967,8.989843107,0.934933187,27.9466432,0.089598424,UNM water only
968,9.881666673,0.760191658,24.0953707,0.076279316,UNM water only
969,10.9397272,0.632997334,21.64059303,0.065751228,UNM water only
970,10.18859827,0.737137724,23.16754818,0.074086155,UNM water only
971,8.460691887,0.972823053,25.83512056,0.115609563,UNM water only
972,8.500896263,0.95506557,24.87194089,0.105732414,UNM water only
973,11.05125593,0.588438739,19.88423749,0.055833091,UNM water only
974,7.419346982,1.11751864,26.28479907,0.119812745,UNM water only
975,7.805958533,1.036327184,24.03301137,0.120687156,UNM water only
976,10.53542718,0.656682103,20.87716792,0.067181216,UNM water only
977,8.037363084,0.978129868,27.51976258,0.107753467,UNM water only
978,6.338636375,1.315319867,27.80516592,0.141717413,UNM water only
979,10.76848297,0.626016909,21.00471213,0.067106928,UNM water only
980,8.653628554,0.927219293,24.88719052,0.089691319,UNM water only
981,6.524370836,1.296344515,29.94108825,0.13895571,UNM water only
982,9.104819465,0.857552608,23.70399182,0.089204271,UNM water only
983,8.445932622,1.009701954,27.54304412,0.106198647,UNM water only
984,7.063690402,1.161616837,29.24564244,0.114945827,UNM water only
985,7.52647614,1.100320945,28.10828958,0.109211033,UNM water only
986,9.15026537,0.864478773,25.01591859,0.083901221,UNM water only
987,6.923439482,1.227654499,27.66360776,0.140326543,UNM water only
988,8.710128132,0.909049326,24.268429,0.10667732,UNM water only
989,10.5975579,0.722874363,22.21355877,0.074107142,UNM water only
990,8.655259719,0.973808789,26.14771899,0.106506633,UNM water only
991,4.187578318,1.662584955,32.03884629,0.177214568,UNM water only
992,10.63358093,0.623838037,20.51587193,0.063332231,UNM water only
993,10.12499304,0.723099401,21.86259743,0.075690015,UNM water only
994,10.14414363,0.771095403,24.24745853,0.069443054,UNM water only
995,10.39444147,0.659777004,19.8373788,0.073150459,UNM water only
996,5.499321606,1.413425722,28.21328242,0.151657519,UNM water only
997,9.165811353,0.844020622,24.16478059,0.091945573,UNM water only
998,10.73272794,0.620261633,21.36084151,0.059501157,UNM water only
999,10.5948074,0.656086431,22.32853126,0.062632096,UNM water only
1000,8.205953948,0.998922803,24.48238895,0.119304702,UNM water only
1001,6.896687603,1.043734336,26.8553159,0.165224457,UNM water + home dust
1002,5.296811545,1.175844977,27.21393976,0.240651215,UNM water + home dust
1003,3.660035597,1.322695673,20.75337176,0.479063222,UNM water + home dust
1004,7.302614648,0.84854827,20.86587526,0.191695258,UNM water + home dust
1005,5.547394696,1.100469265,23.05912156,0.24312149,UNM water + home dust
1006,8.638941981,0.707493106,19.04640397,0.182696734,UNM water + home dust
1007,8.713627165,0.75931387,23.26033414,0.105469623,UNM water + home dust
1008,7.6735151,0.836759674,22.23103699,0.156837903,UNM water + home dust
1009,7.006057627,0.892600371,23.71369041,0.133223189,UNM water + home dust
1010,3.212844158,1.380716334,20.97181918,0.420556764,UNM water + home dust
1011,1.63192016,1.600868767,25.43276677,0.367557703,UNM water + home dust
1012,4.22010604,1.276045528,24.46081748,0.245285567,UNM water + home dust
1013,5.572685492,1.182013565,28.9226352,0.160756247,UNM water + home dust
1014,7.477045939,0.870215769,21.42057545,0.254253862,UNM water + home dust
1015,2.35629704,1.499878774,23.26823319,0.408868204,UNM water + home dust
1016,6.717652693,0.965691403,24.31237725,0.179355277,UNM water + home dust
1017,4.199730807,1.263593089,24.28065643,0.409477279,UNM water + home dust
1018,6.295491749,0.975248737,24.20784753,0.175608047,UNM water + home dust
1019,6.711235046,0.989837547,21.99341449,0.214985764,UNM water + home dust
1020,6.696583346,0.980905477,21.27368588,0.225840152,UNM water + home dust
1021,7.688198866,0.941381592,29.22780195,0.119599787,UNM water + home dust
1022,6.792131519,0.943285286,23.49903179,0.20078348,UNM water + home dust
1023,5.867574542,1.101802427,25.76882971,0.199030276,UNM water + home dust
1024,2.413759021,1.489128505,29.70701245,0.252497363,UNM water + home dust
1025,6.614940034,1.019131665,22.1261721,0.230960299,UNM water + home dust
1026,5.389214783,1.097662883,22.11686718,0.237301209,UNM water + home dust
1027,5.945286777,1.116485793,25.8701995,0.164313921,UNM water + home dust
1028,6.124483908,1.057459094,24.86362547,0.255145789,UNM water + home dust
1029,6.400438146,1.005425304,22.30780643,0.340253611,UNM water + home dust
1030,6.023704697,1.061097254,26.47820231,0.191646516,UNM water + home dust
1031,5.357395872,1.143150726,25.6698272,0.223024044,UNM water + home dust
1032,1.384176383,1.568172263,23.65862309,0.416440847,UNM water + home dust
1033,3.413177244,1.413773432,27.70256667,0.247779173,UNM water + home dust
1034,4.545858502,1.228047974,25.88866392,0.266911913,UNM water + home dust
1035,5.526330608,1.169628431,25.23158853,0.261188967,UNM water + home dust
1036,6.940648475,0.975509022,24.16201699,0.163157148,UNM water + home dust
1037,10.75134916,0.558349547,24.50891006,0.079766091,UNM water + home dust
1038,9.705446526,0.678833606,23.21755538,0.096992273,UNM water + home dust
1039,5.771424565,1.056946536,26.42255843,0.191263139,UNM water + home dust
1040,8.325177557,0.771863949,18.54902893,0.180276426,UNM water + home dust
1041,6.782460688,0.923353611,21.50688211,0.244588235,UNM water + home dust
1042,4.764599831,1.212207178,25.69577985,0.252046496,UNM water + home dust
1043,8.097510398,0.816022966,20.72166599,0.177976698,UNM water + home dust
1044,3.735188107,1.353347123,25.05597035,0.253267114,UNM water + home dust
1045,6.850651205,0.968324357,23.91580022,0.208987208,UNM water + home dust
1046,8.992930483,0.766846426,24.75805357,0.127931906,UNM water + home dust
1047,5.876521567,1.101937554,25.94549022,0.199200321,UNM water + home dust
1048,8.324009647,0.748046288,17.41305896,0.217173796,UNM water + home dust
1049,8.664665984,0.776436567,19.68027281,0.151026067,UNM water + home dust
1050,5.321981716,1.137074611,21.81955858,0.336171455,UNM water + home dust
1051,7.647550553,0.899046045,23.63613409,0.195218766,UNM water + home dust
1052,8.124365003,0.833831275,27.06000175,0.083574012,UNM water + home dust
1053,5.441776501,1.144474415,23.82044823,0.229643175,UNM water + home dust
1054,2.651411168,1.469888771,24.52558134,0.324920937,UNM water + home dust
1055,8.594636099,0.78758513,24.28333633,0.120547535,UNM water + home dust
1056,4.156789257,1.374744567,26.21876256,0.240703927,UNM water + home dust
1057,7.288540056,0.85011248,18.89368196,0.279594888,UNM water + home dust
1058,8.32894392,0.73839311,22.34821432,0.150562813,UNM water + home dust
1059,1.360979901,1.604881425,25.99706826,0.328625911,UNM water + home dust
1060,8.976300312,0.711527318,22.85480827,0.206875348,UNM water + home dust
1061,9.473553162,0.639561685,19.49076826,0.131949112,UNM water + home dust
1062,8.020920266,0.825887402,23.86206733,0.156158526,UNM water + home dust
1063,6.719687677,1.010003381,25.62899867,0.133687911,UNM water + home dust
1064,2.907500711,1.38344397,29.11429633,0.261295357,UNM water + home dust
1065,7.868826724,0.819344856,19.50856949,0.213642056,UNM water + home dust
1066,4.607353563,1.15642486,22.0317359,0.369321822,UNM water + home dust
1067,6.550230043,0.96391141,21.44412774,0.336382798,UNM water + home dust
1068,6.135499799,1.065391264,24.49206562,0.197489636,UNM water + home dust
1069,6.912839592,0.99930101,23.71742844,0.206728035,UNM water + home dust
1070,6.560145355,0.929816798,19.60351992,0.30631197,UNM water + home dust
1071,7.346430767,0.924201095,23.59183476,0.16065465,UNM water + home dust
1072,10.47274251,0.594785286,25.22745059,0.090534722,UNM water + home dust
1073,6.706082818,1.032667178,26.76438675,0.160447766,UNM water + home dust
1074,5.047623526,1.153155455,21.04073955,0.404398625,UNM water + home dust
1075,5.63742673,1.07171668,20.58958479,0.325881274,UNM water + home dust
1076,8.283719461,0.734395039,19.10019709,0.151259084,UNM water + home dust
1077,2.289622523,1.470074085,23.96436358,0.394089033,UNM water + home dust
1078,6.269393374,1.006476329,22.67078458,0.256932194,UNM water + home dust
1079,5.188814227,1.180510987,24.6570588,0.30727929,UNM water + home dust
1080,3.570288059,1.324195319,22.48130588,0.307802089,UNM water + home dust
1081,7.679316667,0.933205572,28.26964073,0.183541521,UNM water + home dust
1082,6.395046303,1.053609787,22.301526,0.264126101,UNM water + home dust
1083,6.066038878,1.059299207,22.19405677,0.216771638,UNM water + home dust
1084,7.497104172,0.871186287,20.93506045,0.20693001,UNM water + home dust
1085,4.87975547,1.183650557,22.95037903,0.367557587,UNM water + home dust
1086,2.871221251,1.472153578,25.06365094,0.253547667,UNM water + home dust
1087,4.734030231,1.235242966,26.75822945,0.305240231,UNM water + home dust
1088,0.677870469,1.641982265,24.60762764,0.45076819,UNM water + home dust
1089,2.741400427,1.450781993,26.41035872,0.271604739,UNM water + home dust
1090,4.642023257,1.202868706,19.75990595,0.450718817,UNM water + home dust
1091,9.385522264,0.620498595,18.69918193,0.106691431,UNM water + home dust
1092,9.240829663,0.683236165,22.19661523,0.172039635,UNM water + home dust
1093,8.495743159,0.745005768,20.97788389,0.226836233,UNM water + home dust
1094,7.218745258,0.922376925,23.18978742,0.155147519,UNM water + home dust
1095,8.500712,0.719234012,16.27680655,0.271668736,UNM water + home dust
1096,6.602680989,1.023298809,28.77163296,0.18917913,UNM water + home dust
1097,5.526477911,1.106005172,23.16411722,0.225268663,UNM water + home dust
1098,7.360786181,0.887590986,21.94132069,0.201521581,UNM water + home dust
1099,4.32852736,1.342539889,25.95761455,0.284913872,UNM water + home dust
1100,5.021040587,1.136236849,22.90667409,0.358140304,UNM water + home dust
1101,2.395512884,1.450283185,23.77088444,0.464869185,UNM water + home dust
1102,7.503150809,0.9075275,24.22790637,0.155888234,UNM water + home dust
1103,6.75953219,0.960193249,21.82890947,0.218361445,UNM water + home dust
1104,3.220514038,1.42364354,25.81944852,0.29042827,UNM water + home dust
1105,6.694933295,1.050390331,22.61295296,0.273240948,UNM water + home dust
1106,5.783896941,1.091074754,24.34710001,0.223108896,UNM water + home dust
1107,4.018999114,1.339233892,26.45604893,0.318660464,UNM water + home dust
1108,1.553605611,1.549151482,25.67889752,0.439256057,UNM water + home dust
1109,5.604158174,1.099663097,20.83017306,0.3214515,UNM water + home dust
1110,4.753457678,1.211006049,26.99439505,0.255925737,UNM water + home dust
1111,8.5337838,0.795578281,24.8891537,0.124283237,UNM water + home dust
1112,6.083890542,1.041914938,20.65499056,0.25913822,UNM water + home dust
1113,7.914773403,0.846472701,22.93349907,0.177730494,UNM water + home dust
1114,5.804301439,1.056766581,21.48108644,0.279967797,UNM water + home dust
1115,9.462405855,0.63846389,20.99788223,0.093351255,UNM water + home dust
1116,3.065355631,1.40996092,22.80206844,0.417600278,UNM water + home dust
1117,4.154624464,1.279796898,24.38664467,0.347465561,UNM water + home dust
1118,5.720985559,1.103790845,22.40828121,0.245789415,UNM water + home dust
1119,7.838346577,0.882589095,23.83778387,0.203318846,UNM water + home dust
1120,3.058313598,1.428390236,27.88230852,0.302653258,UNM water + home dust
1121,3.224799503,1.464059209,22.96896328,0.321050782,UNM water + home dust
1122,8.324342807,0.790860827,28.74008011,0.111629553,UNM water + home dust
1123,7.628590553,0.851407982,19.86399554,0.206023814,UNM water + home dust
1124,3.182321401,1.36224639,22.57021044,0.32677494,UNM water + home dust
1125,5.550249716,1.104814909,23.84009292,0.249008946,UNM water + home dust
1126,4.631177171,1.231552631,24.38446709,0.362873501,UNM water + home dust
1127,5.3721859,1.135963096,25.42578102,0.24674321,UNM water + home dust
1128,6.591701369,1.025113114,20.85149397,0.241353921,UNM water + home dust
1129,9.126677082,0.665581657,19.32043578,0.178204952,UNM water + home dust
1130,2.982984716,1.416994512,24.45564006,0.329137389,UNM water + home dust
1131,5.47760914,1.129107545,22.24426383,0.295705793,UNM water + home dust
1132,5.484958551,1.151210096,22.16748241,0.31004405,UNM water + home dust
1133,6.340578113,1.023156044,23.82212766,0.285773839,UNM water + home dust
1134,5.445743072,1.122220532,22.6126574,0.266528346,UNM water + home dust
1135,2.378788392,1.518599117,23.84267597,0.391139083,UNM water + home dust
1136,10.43673847,0.484932984,18.31526721,0.089066445,UNM water + home dust
1137,2.861190182,1.379831912,22.00291514,0.49178679,UNM water + home dust
1138,8.110940038,0.824434722,23.41174194,0.158582385,UNM water + home dust
1139,4.053054206,1.288969249,26.65513832,0.275343902,UNM water + home dust
1140,6.236246188,1.010639161,22.10073128,0.23393316,UNM water + home dust
1141,5.557572473,1.143640825,22.20745643,0.326594245,UNM water + home dust
1142,7.692190832,0.857842261,20.93558582,0.204744822,UNM water + home dust
1143,6.349264459,1.026077729,23.19920503,0.219654327,UNM water + home dust
1144,5.590344906,1.101655965,22.43888535,0.287903929,UNM water + home dust
1145,5.328644317,1.154007458,21.84165959,0.332037385,UNM water + home dust
1146,5.849856618,1.078096025,22.26523862,0.351609893,UNM water + home dust
1147,4.514457051,1.210973649,23.24908769,0.38052518,UNM water + home dust
1148,3.78137716,1.310019238,25.32448148,0.32589316,UNM water + home dust
1149,7.332710302,0.919985531,23.61137798,0.149628126,UNM water + home dust
1150,6.097484701,1.095804564,26.19207642,0.180790427,UNM water + home dust
1151,8.327123587,0.816007265,22.59774795,0.171838766,UNM water + home dust
1152,6.807450405,1.012481431,26.22865122,0.188176668,UNM water + home dust
1153,8.56379653,0.717025617,18.69583889,0.189064692,UNM water + home dust
1154,3.130201846,1.451710464,25.2074963,0.363791284,UNM water + home dust
1155,7.550833542,0.887347189,23.16211873,0.167920457,UNM water + home dust
1156,4.412796126,1.232955561,21.36412031,0.352375154,UNM water + home dust
1157,7.053881985,0.962350451,23.37293569,0.22677301,UNM water + home dust
1158,4.289723437,1.306930776,27.58835332,0.237461677,UNM water + home dust
1159,8.156427115,0.810519728,23.2043161,0.183964562,UNM water + home dust
1160,7.247293169,0.9105745,23.35862519,0.183115794,UNM water + home dust
1161,6.330929732,1.026212677,23.38696325,0.17829947,UNM water + home dust
1162,7.235080285,0.935654484,21.93832151,0.224022991,UNM water + home dust
1163,5.730543189,1.076008924,27.23878385,0.206736593,UNM water + home dust
1164,5.704523412,1.047057664,20.58506544,0.256706291,UNM water + home dust
1165,7.304443142,0.877394466,23.1068741,0.160246934,UNM water + home dust
1166,5.878141584,1.041829416,23.16473789,0.26618421,UNM water + home dust
1167,7.070397378,0.936845873,19.84675382,0.215278783,UNM water + home dust
1168,3.93351246,1.312147635,27.34814901,0.262509702,UNM water + home dust
1169,6.958518683,0.913071199,20.4571602,0.275955853,UNM water + home dust
1170,9.27757806,0.643217372,20.35910731,0.115699246,UNM water + home dust
1171,6.691763584,0.999063151,21.94585931,0.34400079,UNM water + home dust
1172,6.630677271,0.997285677,21.13205793,0.295918304,UNM water + home dust
1173,6.720437822,0.959946648,22.37206261,0.197195824,UNM water + home dust
1174,4.750359224,1.165864483,23.27734231,0.370606611,UNM water + home dust
1175,8.102138896,0.811310253,21.88651908,0.214978468,UNM water + home dust
1176,2.245721271,1.513330512,24.65867756,0.450375285,UNM water + home dust
1177,6.168455332,1.09284628,26.44214837,0.185219615,UNM water + home dust
1178,3.815237226,1.3084771,24.57441965,0.311619624,UNM water + home dust
1179,5.707660336,1.065854477,20.68191807,0.394927062,UNM water + home dust
1180,6.289169857,1.073617157,24.95993746,0.187472797,UNM water + home dust
1181,7.509164463,0.916365933,22.68912613,0.227300948,UNM water + home dust
1182,6.930799619,1.025619655,27.08335745,0.172303639,UNM water + home dust
1183,3.721188076,1.338227594,24.86135088,0.242595245,UNM water + home dust
1184,5.859495832,1.088384523,21.62661417,0.245181102,UNM water + home dust
1185,10.20074097,0.512677043,17.70384527,0.133249337,UNM water + home dust
1186,2.053256202,1.554995731,27.60605904,0.277870639,UNM water + home dust
1187,7.198494071,0.949125844,24.18279842,0.171116252,UNM water + home dust
1188,6.124827469,1.015330946,22.30060411,0.20656633,UNM water + home dust
1189,6.0538711,1.079543221,23.79195322,0.23773199,UNM water + home dust
1190,6.118549827,0.988345578,19.02074661,0.280877297,UNM water + home dust
1191,5.368085255,1.154408815,23.35412244,0.268284852,UNM water + home dust
1192,6.569679566,0.965703845,20.43398324,0.30649145,UNM water + home dust
1193,5.507886447,1.146572685,22.76067561,0.260543052,UNM water + home dust
1194,2.015657278,1.518994784,27.23587004,0.249134028,UNM water + home dust
1195,5.665118613,1.121045756,23.43599964,0.195991129,UNM water + home dust
1196,6.823969973,0.974220382,24.8140757,0.175393389,UNM water + home dust
1197,0.133757143,1.777815272,28.636557,0.35733613,UNM water + home dust
1198,7.668971863,0.820819679,17.5054755,0.258140904,UNM water + home dust
1199,10.03525454,0.568279945,21.13941495,0.09952882,UNM water + home dust
1200,5.16605396,1.152211027,25.5920861,0.217929669,UNM water + home dust
1201,3.022614213,1.412909656,23.88472612,0.351867355,UNM water + home dust
1202,9.134985994,0.745098701,23.33105941,0.106275031,UNM water + home dust
1203,8.556359809,0.7966562,25.49705707,0.184379638,UNM water + home dust
1204,3.52434315,1.368054057,23.6674859,0.302494584,UNM water + home dust
1205,6.663062301,0.954296427,21.48849008,0.228751101,UNM water + home dust
1206,6.031443462,1.040796152,23.08787976,0.26865776,UNM water + home dust
1207,5.756584965,1.067308627,23.46251387,0.263558931,UNM water + home dust
1208,4.244721918,1.30641922,24.88725358,0.262376615,UNM water + home dust
1209,6.663874335,1.046689657,23.96313425,0.246469333,UNM water + home dust
1210,3.443668428,1.325715541,26.08208429,0.308014229,UNM water + home dust
1211,8.280712555,0.810014357,20.38294597,0.149925448,UNM water + home dust
1212,5.77686865,1.133732264,25.06968732,0.251294512,UNM water + home dust
1213,5.347378911,1.179056717,23.37948835,0.350715427,UNM water + home dust
1214,7.909782861,0.862537521,20.72237697,0.229521692,UNM water + home dust
1215,8.506054048,0.704047582,20.33353548,0.167432787,UNM water + home dust
1216,2.7414827,1.457008886,23.66182318,0.385922153,UNM water + home dust
1217,8.455585097,0.741103806,20.66418292,0.155527532,UNM water + home dust
1218,4.756101271,1.22050005,24.71777341,0.276305054,UNM water + home dust
1219,6.148706652,0.989682079,19.29321457,0.352738558,UNM water + home dust
1220,7.936431305,0.848572298,25.09808582,0.144859227,UNM water + home dust
1221,1.499788281,1.589718137,23.8116906,0.402527884,UNM water + home dust
1222,6.814384742,0.993025933,22.56115203,0.224640979,UNM water + home dust
1223,8.433773569,0.750524893,19.55378328,0.182060318,UNM water + home dust
1224,5.606291754,1.129998575,28.17097589,0.158159617,UNM water + home dust
1225,6.924063742,0.935424483,20.06072618,0.242867276,UNM water + home dust
1226,5.371841898,1.150149279,25.24697244,0.223687643,UNM water + home dust
1227,5.035424164,1.243395614,25.66848101,0.20929442,UNM water + home dust
1228,4.122391713,1.281196363,21.73954351,0.351730465,UNM water + home dust
1229,7.109044329,0.9186444,22.5518909,0.212691582,UNM water + home dust
1230,9.625954668,0.591042032,20.54762453,0.119209063,UNM water + home dust
1231,3.611751982,1.327841235,23.08300253,0.329909316,UNM water + home dust
1232,6.186845174,1.04213587,22.97752491,0.214647573,UNM water + home dust
1233,8.051143084,0.8185348,23.8762943,0.155234948,UNM water + home dust
1234,8.253455806,0.785013627,21.356602,0.15340977,UNM water + home dust
1235,3.316522654,1.401969418,27.68348977,0.233807642,UNM water + home dust
1236,2.715952592,1.442696862,22.77499955,0.446740258,UNM water + home dust
1237,7.573558589,0.918634861,23.98566219,0.166015867,UNM water + home dust
1238,7.794538838,0.906469397,27.37265305,0.114485709,UNM water + home dust
1239,6.728188704,1.00675271,23.91148019,0.191375025,UNM water + home dust
1240,3.669936865,1.31651531,20.69130866,0.433596213,UNM water + home dust
1241,4.451802022,1.236641115,23.37585363,0.309365485,UNM water + home dust
1242,3.457799186,1.374601243,26.25972782,0.33215299,UNM water + home dust
1243,5.217359825,1.138684123,23.78972044,0.227318862,UNM water + home dust
1244,7.095789457,1.005853936,24.05119584,0.167636732,UNM water + home dust
1245,3.045194248,1.404723051,22.55591367,0.384545369,UNM water + home dust
1246,4.653568423,1.2089642,22.77231071,0.270216292,UNM water + home dust
1247,7.183679669,0.939929387,22.92909434,0.200316572,UNM water + home dust
1248,6.039572447,1.147094534,26.16543101,0.20883152,UNM water + home dust
1249,6.110078032,1.06995948,23.98666255,0.201030174,UNM water + home dust
1250,9.593578647,0.624047562,20.63276785,0.112659485,UNM water + home dust
1251,5.708134328,1.161527831,30.57168261,0.182922285,UNM water + home dust
1252,6.270568745,1.036166568,24.53838442,0.20174923,UNM water + home dust
1253,8.500366304,0.730123904,20.23189485,0.157787475,UNM water + home dust
1254,4.645881059,1.246025121,24.68094543,0.315169092,UNM water + home dust
1255,5.462854204,1.155991073,24.80877687,0.200741858,UNM water + home dust
1256,8.419945989,0.825078991,23.81937387,0.112629748,UNM water + home dust
1257,4.044295992,1.255356869,22.12850534,0.345117653,UNM water + home dust
1258,6.254594105,1.001909827,23.02773662,0.339545818,UNM water + home dust
1259,6.485063698,0.9767489,21.71675922,0.240661698,UNM water + home dust
1260,3.210885711,1.397282532,26.18125324,0.273292986,UNM water + home dust
1261,4.173334769,1.268403726,26.20764926,0.419851826,UNM water + home dust
1262,4.733722283,1.14750786,19.45287634,0.345580255,UNM water + home dust
1263,6.611676076,0.967662437,20.86302249,0.27394001,UNM water + home dust
1264,6.519793128,0.987510279,22.67185057,0.234488907,UNM water + home dust
1265,2.621387821,1.518241098,27.78439043,0.26521667,UNM water + home dust
1266,4.56989359,1.241072604,25.08091978,0.315547768,UNM water + home dust
1267,6.230540333,1.08153112,24.12616615,0.173114877,UNM water + home dust
1268,5.056008376,1.199137332,24.21669075,0.278016457,UNM water + home dust
1269,2.050727975,1.546245999,26.39021762,0.409084785,UNM water + home dust
1270,9.804484364,0.600345332,20.74059377,0.101516627,UNM water + home dust
1271,2.325888675,1.541576639,31.72692027,0.254139182,UNM water + home dust
