"","intcpt","slp","rsq","resid.mean","resid.med","resid.prop.pos","source"
"(Intercept)",189.469403822727,0.450581568598413,0.178742283414895,24.3136748083663,53.7012738578836,0.664850379633765,"HEALS: Primary water"
"(Intercept)1",189.69038649561,0.456845409329858,0.15079519979706,26.417574258892,55.0209189967146,0.666547565877624,"HEALS: Primary water"
"(Intercept)2",191.136623865252,0.4396355588,0.187252528417575,22.6905133770777,53.5084503964771,0.665743635551586,"HEALS: Primary water"
"(Intercept)3",187.666739824141,0.463841726498493,0.157693764427911,26.4970275133825,53.3432975103924,0.668155426529701,"HEALS: Primary water"
"(Intercept)4",189.02448499346,0.454001163603064,0.198650137080583,24.8966896515935,52.9915003359814,0.6716391246092,"HEALS: Primary water"
"(Intercept)5",191.039592309398,0.446965837848653,0.199128822819609,24.796971021742,52.6760227859981,0.666904868244752,"HEALS: Primary water"
"(Intercept)6",187.232848637462,0.455566090485141,0.186991023942934,23.5754718787597,54.2738486719137,0.667887449754355,"HEALS: Primary water"
"(Intercept)7",190.792876827397,0.452576033283086,0.181808492021076,26.2366858885074,54.8963807303126,0.665386333184457,"HEALS: Primary water"
"(Intercept)8",193.475044144256,0.447089254605737,0.154896324264164,27.2695220569989,56.2034163931128,0.66985261277356,"HEALS: Primary water"
"(Intercept)9",188.760576139109,0.458999170339013,0.192981481727571,26.1351866120414,54.1659133993203,0.669227333631085,"HEALS: Primary water"
"(Intercept)10",192.693688898042,0.444764706298218,0.189433545353722,25.789405268734,54.8037526344289,0.671371147833854,"HEALS: Primary water"
"(Intercept)11",191.078037907682,0.451642419230279,0.159235147380319,26.2412016524044,54.3467481634833,0.669495310406431,"HEALS: Primary water"
"(Intercept)12",191.023500662719,0.448373639640678,0.213959698893351,25.2040659992851,54.376538894534,0.668512728896829,"HEALS: Primary water"
"(Intercept)13",192.20269081207,0.437467372528465,0.199675699308558,23.1048213659726,54.6489590239017,0.667708798570791,"HEALS: Primary water"
"(Intercept)14",188.977849092644,0.456002406982612,0.170747020405934,25.451629508697,54.435086155282,0.663778472532381,"HEALS: Primary water"
"(Intercept)15",189.888757241076,0.445514645136843,0.190229691849167,23.2099059753914,54.575635197206,0.669227333631085,"HEALS: Primary water"
"(Intercept)16",194.065757981096,0.435973154049031,0.194449104639614,24.5187249682656,53.3692750326907,0.666190263510496,"HEALS: Primary water"
"(Intercept)17",193.273120407339,0.444193136972097,0.174103384680546,26.1970224679476,55.4503843416298,0.668870031263957,"HEALS: Primary water"
"(Intercept)18",190.216734391814,0.453459237519257,0.196113547611669,25.9260355281014,54.8981082855958,0.667440821795444,"HEALS: Primary water"
"(Intercept)19",190.954043367893,0.453068585773195,0.18236104860162,26.5459141992905,53.1677860579276,0.666547565877624,"HEALS: Primary water"
"(Intercept)20",190.46148362917,0.446918351985039,0.196775435121447,24.204588043502,54.185218313833,0.66681554265297,"HEALS: Primary water"
"(Intercept)21",192.713731696667,0.446616501215443,0.173041308096648,26.3660994682933,55.4661877648863,0.666279589102278,"HEALS: Primary water"
"(Intercept)22",190.387715169187,0.457904204658733,0.183210021189104,27.4331778654216,56.0636555018373,0.667351496203662,"HEALS: Primary water"
"(Intercept)23",190.518724964176,0.444699339818712,0.178379904119964,23.5947921058648,53.7788606660592,0.662527914247432,"HEALS: Primary water"
"(Intercept)24",188.327554685265,0.461734595550115,0.199868499164934,26.5244367076804,55.3070325945823,0.667976775346137,"HEALS: Primary water"
"(Intercept)25",192.461184502083,0.449671424899072,0.14687311294856,27.031865383021,54.0605686282771,0.666636891469406,"HEALS: Primary water"
"(Intercept)26",191.072101487095,0.444891740947837,0.167054199667466,24.206004600293,54.3577548704559,0.668423403305047,"HEALS: Primary water"
"(Intercept)27",190.370730705686,0.451252088998906,0.17657485841938,25.4165607931579,53.7450278734666,0.668244752121483,"HEALS: Primary water"
"(Intercept)28",192.169658020361,0.446191700901117,0.168371649604143,25.6943303933839,55.3354897372542,0.665832961143368,"HEALS: Primary water"
"(Intercept)29",187.383786553598,0.467088660099733,0.172483096188857,27.1901057250846,53.9200692174077,0.663599821348816,"HEALS: Primary water"
"(Intercept)30",191.715207496457,0.450916898318175,0.168118795442064,26.6602789306474,55.1971390146368,0.665118356409111,"HEALS: Primary water"
"(Intercept)31",189.269349937459,0.459117390383993,0.19203595635708,26.6794974739423,55.2618939723245,0.672711031710585,"HEALS: Primary water"
"(Intercept)32",191.152262241737,0.447673876955407,0.198305438525952,25.1224782164734,53.6041710016195,0.668334077713265,"HEALS: Primary water"
"(Intercept)33",190.723325361408,0.448535803547739,0.179614511545796,24.9526373303383,54.3674546496857,0.667887449754355,"HEALS: Primary water"
"(Intercept)34",191.191458412137,0.449949627274182,0.162328721347742,25.8457672047868,55.160646603152,0.668691380080393,"HEALS: Primary water"
"(Intercept)35",191.573069807338,0.446041289082037,0.187195298195976,25.0525282373768,54.1622739150572,0.667798124162573,"HEALS: Primary water"
"(Intercept)36",188.496690475862,0.457803420296565,0.174943299544534,25.5118572922074,53.2663711341808,0.664135774899509,"HEALS: Primary water"
"(Intercept)37",192.554545053002,0.445924945703189,0.142606737868794,25.9990305472016,55.8728571445084,0.662527914247432,"HEALS: Primary water"
"(Intercept)38",187.515443760245,0.455281468633378,0.182711359566859,23.772509388739,53.3005533209061,0.663778472532381,"HEALS: Primary water"
"(Intercept)39",191.056256881422,0.455936060915031,0.196998187338711,27.5100936033194,53.3493070281751,0.670209915140688,"HEALS: Primary water"
